customer_key,partner_id,customer_ref,channel
C02127,P3,00317,partner
C02128,P1,01097,partner
C02129,P3,00318,partner
C02130,P3,00319,partner
C02131,P1,01098,partner
C02132,P1,01099,partner
C02133,P3,00320,partner
C02134,P1,01100,partner
C02135,P1,01101,partner
C02136,P3,00321,partner
C02137,P2,00618,partner
C02138,P1,01102,partner
C02139,P1,01103,partner
C02140,P1,01104,partner
C02141,DIRECT,00098,direct
C02142,P1,01105,partner
C02143,P1,01106,partner
C02144,P1,01107,partner
C02145,P2,00619,partner
C02146,P1,01108,partner
C02147,P1,01109,partner
C02148,P1,01110,partner
C02149,P1,01111,partner
C02150,P2,00620,partner
C02151,P1,01112,partner
C02152,P1,01113,partner
C02153,P1,01114,partner
C02154,DIRECT,00099,direct
C02155,P3,00322,partner
C02156,P2,00621,partner
C02157,P1,01115,partner
C02158,P1,01116,partner
C02159,P1,01117,partner
C02160,DIRECT,00100,direct
C02161,P2,00622,partner
C02162,P1,01118,partner
C02163,P1,01119,partner
C02164,P1,01120,partner
C02165,P1,01121,partner
C02166,P3,00323,partner
C02167,P1,01122,partner
C02168,P2,00623,partner
C02169,P1,01123,partner
C02170,P2,00624,partner
C02171,P1,01124,partner
C02172,P1,01125,partner
C02173,P1,01126,partner
C02174,P3,00324,partner
C02175,P1,01127,partner
C02176,P1,01128,partner
C02177,P1,01129,partner
C02178,P1,01130,partner
C02179,P1,01131,partner
C02180,P1,01132,partner
C02181,P3,00325,partner
C02182,P1,01133,partner
C02183,DIRECT,00101,direct
C02184,DIRECT,00102,direct
C02185,P1,01134,partner
C02186,P3,00326,partner
C02187,P1,01135,partner
C02188,P1,01136,partner
C02189,P1,01137,partner
C02190,P2,00625,partner
C02191,P1,01138,partner
C02192,DIRECT,00103,direct
C02193,P2,00626,partner
C02194,P3,00327,partner
C02195,P3,00328,partner
C02196,P2,00627,partner
C02197,P1,01139,partner
C02198,P1,01140,partner
C02199,P1,01141,partner
C02200,P2,00628,partner
C02201,P1,01142,partner
C02202,P1,01143,partner
C02203,P1,01144,partner
C02204,P1,01145,partner
C02205,P3,00329,partner
C02206,P1,01146,partner
C02207,P1,01147,partner
C02208,P3,00330,partner
C02209,P1,01148,partner
C02210,DIRECT,00104,direct
C02211,P1,01149,partner
C02212,DIRECT,00105,direct
C02213,P1,01150,partner
C02214,P1,01151,partner
C02215,P1,01152,partner
C02216,P1,01153,partner
C02217,P2,00629,partner
C02218,P2,00630,partner
C02219,P1,01154,partner
C02220,P1,01155,partner
C02221,P1,01156,partner
C02222,DIRECT,00106,direct
C02223,P1,01157,partner
C02224,P1,01158,partner
C02225,P2,00631,partner
C02226,P2,00632,partner
C02227,P1,01159,partner
C02228,P3,00331,partner
C02229,P1,01160,partner
C02230,P1,01161,partner
C02231,P1,01162,partner
C02232,P1,01163,partner
C02233,DIRECT,00107,direct
C02234,P1,01164,partner
C02235,P1,01165,partner
C02236,P1,01166,partner
C02237,P2,00633,partner
C02238,P2,00634,partner
C02239,P1,01167,partner
C02240,P3,00332,partner
C02241,P1,01168,partner
C02242,P2,00635,partner
C02243,P1,01169,partner
C02244,P2,00636,partner
C02245,P3,00333,partner
C02246,P1,01170,partner
C02247,P2,00637,partner
C02248,P1,01171,partner
C02249,P1,01172,partner
C02250,P1,01173,partner
C02251,P1,01174,partner
C02252,P3,00334,partner
C02253,P3,00335,partner
C02254,P3,00336,partner
C02255,P3,00337,partner
C02256,P2,00638,partner
C02257,P1,01175,partner
C02258,P2,00639,partner
C02259,P2,00640,partner
C02260,DIRECT,00108,direct
C02261,P1,01176,partner
C02262,P3,00338,partner
C02263,P1,01177,partner
C02264,P2,00641,partner
C02265,P1,01178,partner
C02266,P3,00339,partner
C02267,P1,01179,partner
C02268,P3,00340,partner
C02269,P1,01180,partner
C02270,P3,00341,partner
C02271,P1,01181,partner
C02272,P3,00342,partner
C02273,P1,01182,partner
C02274,P2,00642,partner
C02275,P3,00343,partner
C02276,P1,01183,partner
C02277,P2,00643,partner
C02278,P3,00344,partner
C02279,P2,00644,partner
C02280,P2,00645,partner
C02281,P2,00646,partner
C02282,P2,00647,partner
C02283,DIRECT,00109,direct
C02284,P1,01184,partner
C02285,DIRECT,00110,direct
C02286,P3,00345,partner
C02287,P1,01185,partner
C02288,DIRECT,00111,direct
C02289,P2,00648,partner
C02290,P2,00649,partner
C02291,P1,01186,partner
C02292,P1,01187,partner
C02293,P2,00650,partner
C02294,P3,00346,partner
C02295,P2,00651,partner
C02296,P2,00652,partner
C02297,P3,00347,partner
C02298,P1,01188,partner
C02299,P2,00653,partner
C02300,P1,01189,partner
C02301,P1,01190,partner
C02302,P2,00654,partner
C02303,P3,00348,partner
C02304,P2,00655,partner
C02305,P2,00656,partner
C02306,P1,01191,partner
C02307,P1,01192,partner
C02308,P2,00657,partner
C02309,P1,01193,partner
C02310,P1,01194,partner
C02311,P1,01195,partner
C02312,P2,00658,partner
C02313,P1,01196,partner
C02314,P3,00349,partner
C02315,P1,01197,partner
C02316,P3,00350,partner
C02317,P1,01198,partner
C02318,P1,01199,partner
C02319,P1,01200,partner
C02320,P1,01201,partner
C02321,P1,01202,partner
C02322,P3,00351,partner
C02323,P3,00352,partner
C02324,P3,00353,partner
C02325,P1,01203,partner
C02326,P1,01204,partner
C02327,P2,00659,partner
C02328,P1,01205,partner
C02329,P1,01206,partner
C02330,P1,01207,partner
C02331,P3,00354,partner
C02332,P2,00660,partner
C02333,P2,00661,partner
C02334,P1,01208,partner
C02335,P2,00662,partner
C02336,P2,00663,partner
C02337,P3,00355,partner
C02338,P1,01209,partner
C02339,P1,01210,partner
C02340,P3,00356,partner
C02341,DIRECT,00112,direct
C02342,P1,01211,partner
C02343,P2,00664,partner
C02344,P3,00357,partner
C02345,P1,01212,partner
C02346,DIRECT,00113,direct
C02347,P3,00358,partner
C02348,DIRECT,00114,direct
C02349,P3,00359,partner
C02350,P1,01213,partner
C02351,P1,01214,partner
C02352,DIRECT,00115,direct
C02353,P2,00665,partner
C02354,P2,00666,partner
C02355,P1,01215,partner
C02356,P1,01216,partner
C02357,P1,01217,partner
C02358,P1,01218,partner
C02359,P2,00667,partner
C02360,DIRECT,00116,direct
C02361,P1,01219,partner
C02362,P1,01220,partner
C02363,P2,00668,partner
C02364,P3,00360,partner
C02365,P1,01221,partner
C02366,P1,01222,partner
C02367,P1,01223,partner
C02368,P1,01224,partner
C02369,P2,00669,partner
C02370,P2,00670,partner
C02371,P1,01225,partner
C02372,P3,00361,partner
C02373,P2,00671,partner
C02374,P2,00672,partner
C02375,P1,01226,partner
C02376,P1,01227,partner
C02377,P1,01228,partner
C02378,P1,01229,partner
C02379,P2,00673,partner
C02380,P1,01230,partner
C02381,P2,00674,partner
C02382,P1,01231,partner
C02383,P2,00675,partner
C02384,P1,01232,partner
C02385,P1,01233,partner
C02386,P1,01234,partner
C02387,P2,00676,partner
C02388,P1,01235,partner
C02389,P2,00677,partner
C02390,P1,01236,partner
C02391,DIRECT,00117,direct
C02392,P1,01237,partner
C02393,P3,00362,partner
C02394,P1,01238,partner
C02395,P1,01239,partner
C02396,P1,01240,partner
C02397,P2,00678,partner
C02398,P1,01241,partner
C02399,P1,01242,partner
C02400,P1,01243,partner
C02401,P1,01244,partner
C02402,P2,00679,partner
C02403,P3,00363,partner
C02404,P3,00364,partner
C02405,P3,00365,partner
C02406,P1,01245,partner
C02407,P1,01246,partner
C02408,P2,00680,partner
C02409,P1,01247,partner
C02410,P1,01248,partner
C02411,P1,01249,partner
C02412,P2,00681,partner
C02413,P1,01250,partner
C02414,DIRECT,00118,direct
C02415,P3,00366,partner
C02416,P2,00682,partner
C02417,P1,01251,partner
C02418,P1,01252,partner
C02419,P2,00683,partner
C02420,P3,00367,partner
C02421,P2,00684,partner
C02422,P3,00368,partner
C02423,P1,01253,partner
C02424,P1,01254,partner
C02425,P2,00685,partner
C02426,P1,01255,partner
C02427,P3,00369,partner
C02428,P2,00686,partner
C02429,DIRECT,00119,direct
C02430,P1,01256,partner
C02431,P1,01257,partner
C02432,P1,01258,partner
C02433,P1,01259,partner
C02434,P2,00687,partner
C02435,P3,00370,partner
C02436,P3,00371,partner
C02437,P3,00372,partner
C02438,P2,00688,partner
C02439,P1,01260,partner
C02440,P1,01261,partner
C02441,P1,01262,partner
C02442,P1,01263,partner
C02443,P1,01264,partner
C02444,P1,01265,partner
C02445,P1,01266,partner
C02446,P2,00689,partner
C02447,P1,01267,partner
C02448,DIRECT,00120,direct
C02449,P1,01268,partner
C02450,P1,01269,partner
C02451,P1,01270,partner
C02452,P1,01271,partner
C02453,P2,00690,partner
C02454,P1,01272,partner
C02455,P1,01273,partner
C02456,P2,00691,partner
C02457,P3,00373,partner
C02458,P2,00692,partner
C02459,P1,01274,partner
C02460,P2,00693,partner
C02461,P1,01275,partner
C02462,P2,00694,partner
C02463,P1,01276,partner
C02464,P1,01277,partner
C02465,P2,00695,partner
C02466,P2,00696,partner
C02467,P3,00374,partner
C02468,P1,01278,partner
C02469,P1,01279,partner
C02470,P1,01280,partner
C02471,P1,01281,partner
C02472,P2,00697,partner
C02473,P2,00698,partner
C02474,P1,01282,partner
C02475,P1,01283,partner
C02476,P2,00699,partner
C02477,P1,01284,partner
C02478,P1,01285,partner
C02479,P2,00700,partner
C02480,P1,01286,partner
C02481,P2,00701,partner
C02482,P1,01287,partner
C02483,P2,00702,partner
C02484,P1,01288,partner
C02485,P1,01289,partner
C02486,P1,01290,partner
C02487,P1,01291,partner
C02488,P1,01292,partner
C02489,P2,00703,partner
C02490,P2,00704,partner
C02491,P2,00705,partner
C02492,DIRECT,00121,direct
C02493,P2,00706,partner
C02494,P2,00707,partner
C02495,P3,00375,partner
C02496,P2,00708,partner
C02497,P2,00709,partner
C02498,P1,01293,partner
C02499,P1,01294,partner
C02500,P1,01295,partner
C02501,P1,01296,partner
C02502,DIRECT,00122,direct
C02503,P2,00710,partner
C02504,P2,00711,partner
C02505,P2,00712,partner
C02506,DIRECT,00123,direct
C02507,P2,00713,partner
C02508,P3,00376,partner
C02509,P1,01297,partner
C02510,P1,01298,partner
C02511,P2,00714,partner
C02512,P2,00715,partner
C02513,P1,01299,partner
C02514,P1,01300,partner
C02515,P2,00716,partner
C02516,P1,01301,partner
C02517,P1,01302,partner
C02518,P1,01303,partner
C02519,P2,00717,partner
C02520,P1,01304,partner
C02521,P1,01305,partner
C02522,P1,01306,partner
C02523,P3,00377,partner
C02524,P1,01307,partner
C02525,P2,00718,partner
C02526,P3,00378,partner
C02527,P3,00379,partner
C02528,P1,01308,partner
C02529,P1,01309,partner
C02530,P3,00380,partner
C02531,P1,01310,partner
C02532,P1,01311,partner
C02533,P1,01312,partner
C02534,P1,01313,partner
C02535,P1,01314,partner
C02536,P1,01315,partner
C02537,P2,00719,partner
C02538,P1,01316,partner
C02539,P1,01317,partner
C02540,P3,00381,partner
C02541,P2,00720,partner
C02542,P2,00721,partner
C02543,P1,01318,partner
C02544,P1,01319,partner
C02545,P3,00382,partner
C02546,P1,01320,partner
C02547,DIRECT,00124,direct
C02548,P2,00722,partner
C02549,P3,00383,partner
C02550,P1,01321,partner
C02551,P1,01322,partner
C02552,P2,00723,partner
C02553,P1,01323,partner
C02554,P1,01324,partner
C02555,DIRECT,00125,direct
C02556,P1,01325,partner
C02557,P3,00384,partner
C02558,P3,00385,partner
C02559,P1,01326,partner
C02560,P2,00724,partner
C02561,P1,01327,partner
C02562,P1,01328,partner
C02563,P1,01329,partner
C02564,P1,01330,partner
C02565,P2,00725,partner
C02566,P1,01331,partner
C02567,P1,01332,partner
C02568,P2,00726,partner
C02569,P2,00727,partner
C02570,P2,00728,partner
C02571,P1,01333,partner
C02572,P2,00729,partner
C02573,P2,00730,partner
C02574,P1,01334,partner
C02575,P1,01335,partner
C02576,P1,01336,partner
C02577,P3,00386,partner
C02578,P1,01337,partner
C02579,P1,01338,partner
C02580,DIRECT,00126,direct
C02581,P1,01339,partner
C02582,P3,00387,partner
C02583,P3,00388,partner
C02584,P1,01340,partner
C02585,DIRECT,00127,direct
C02586,P1,01341,partner
C02587,P1,01342,partner
C02588,P1,01343,partner
C02589,DIRECT,00128,direct
C02590,P3,00389,partner
C02591,P1,01344,partner
C02592,DIRECT,00129,direct
C02593,P2,00731,partner
C02594,P2,00732,partner
C02595,P3,00390,partner
C02596,P1,01345,partner
C02597,P1,01346,partner
C02598,P2,00733,partner
C02599,P1,01347,partner
C02600,P2,00734,partner
C02601,P3,00391,partner
C02602,P2,00735,partner
C02603,P1,01348,partner
C02604,P3,00392,partner
C02605,P1,01349,partner
C02606,P2,00736,partner
C02607,P1,01350,partner
C02608,P1,01351,partner
C02609,P1,01352,partner
C02610,P2,00737,partner
C02611,P1,01353,partner
C02612,P2,00738,partner
C02613,P1,01354,partner
C02614,P1,01355,partner
C02615,P1,01356,partner
C02616,P2,00739,partner
C02617,P3,00393,partner
C02618,P1,01357,partner
C02619,P1,01358,partner
C02620,P3,00394,partner
C02621,P2,00740,partner
C02622,P2,00741,partner
C02623,P3,00395,partner
C02624,P1,01359,partner
C02625,DIRECT,00130,direct
C02626,P1,01360,partner
C02627,P1,01361,partner
C02628,P1,01362,partner
C02629,P1,01363,partner
C02630,P1,01364,partner
C02631,P1,01365,partner
C02632,P1,01366,partner
C02633,P1,01367,partner
C02634,P1,01368,partner
C02635,P1,01369,partner
C02636,P1,01370,partner
C02637,P1,01371,partner
C02638,P1,01372,partner
C02639,P2,00742,partner
C02640,P2,00743,partner
C02641,P2,00744,partner
C02642,P1,01373,partner
C02643,P1,01374,partner
C02644,P2,00745,partner
C02645,P1,01375,partner
C02646,P2,00746,partner
C02647,DIRECT,00131,direct
C02648,P1,01376,partner
C02649,P1,01377,partner
C02650,P2,00747,partner
C02651,P1,01378,partner
C02652,P1,01379,partner
C02653,P1,01380,partner
C02654,DIRECT,00132,direct
C02655,P1,01381,partner
C02656,P2,00748,partner
C02657,P2,00749,partner
C02658,DIRECT,00133,direct
C02659,P1,01382,partner
C02660,P1,01383,partner
C02661,P1,01384,partner
C02662,P3,00396,partner
C02663,P1,01385,partner
C02664,P1,01386,partner
C02665,P1,01387,partner
C02666,P1,01388,partner
C02667,P1,01389,partner
C02668,P2,00750,partner
C02669,P2,00751,partner
C02670,DIRECT,00134,direct
C02671,DIRECT,00135,direct
C02672,P2,00752,partner
C02673,P1,01390,partner
C02674,P3,00397,partner
C02675,P1,01391,partner
C02676,P1,01392,partner
C02677,P3,00398,partner
C02678,P2,00753,partner
C02679,P1,01393,partner
C02680,P3,00399,partner
C02681,P1,01394,partner
C02682,P3,00400,partner
C02683,P1,01395,partner
C02684,P2,00754,partner
C02685,P1,01396,partner
C02686,P1,01397,partner
C02687,P3,00401,partner
C02688,P2,00755,partner
C02689,P1,01398,partner
C02690,P1,01399,partner
C02691,P1,01400,partner
C02692,P3,00402,partner
C02693,P1,01401,partner
C02694,P2,00756,partner
C02695,P1,01402,partner
C02696,P1,01403,partner
C02697,P3,00403,partner
C02698,P1,01404,partner
C02699,P3,00404,partner
C02700,P1,01405,partner
C02701,DIRECT,00136,direct
C02702,P2,00757,partner
C02703,P1,01406,partner
C02704,P1,01407,partner
C02705,P1,01408,partner
C02706,P1,01409,partner
C02707,P1,01410,partner
C02708,P2,00758,partner
C02709,P3,00405,partner
C02710,P1,01411,partner
C02711,P1,01412,partner
C02712,P1,01413,partner
C02713,P2,00759,partner
C02714,P1,01414,partner
C02715,P1,01415,partner
C02716,P1,01416,partner
C02717,P2,00760,partner
C02718,P1,01417,partner
C02719,P1,01418,partner
C02720,P3,00406,partner
C02721,P1,01419,partner
C02722,P2,00761,partner
C02723,P2,00762,partner
C02724,P3,00407,partner
C02725,P3,00408,partner
C02726,P2,00763,partner
C02727,P1,01420,partner
C02728,P1,01421,partner
C02729,P1,01422,partner
C02730,P1,01423,partner
C02731,P3,00409,partner
C02732,P1,01424,partner
C02733,P1,01425,partner
C02734,P1,01426,partner
C02735,P2,00764,partner
C02736,P1,01427,partner
C02737,P1,01428,partner
C02738,P2,00765,partner
C02739,P3,00410,partner
C02740,P1,01429,partner
C02741,P2,00766,partner
C02742,P1,01430,partner
C02743,P1,01431,partner
C02744,P1,01432,partner
C02745,P1,01433,partner
C02746,DIRECT,00137,direct
C02747,P2,00767,partner
C02748,P3,00411,partner
C02749,P1,01434,partner
C02750,P1,01435,partner
C02751,DIRECT,00138,direct
C02752,P1,01436,partner
C02753,P1,01437,partner
C02754,P2,00768,partner
C02755,P1,01438,partner
C02756,P2,00769,partner
C02757,P2,00770,partner
C02758,P1,01439,partner
C02759,P2,00771,partner
C02760,P3,00412,partner
C02761,P1,01440,partner
C02762,P1,01441,partner
C02763,P2,00772,partner
C02764,P2,00773,partner
C02765,P2,00774,partner
C02766,P2,00775,partner
C02767,P1,01442,partner
C02768,P2,00776,partner
C02769,P2,00777,partner
C02770,P1,01443,partner
C02771,P1,01444,partner
C02772,P2,00778,partner
C02773,P2,00779,partner
C02774,P3,00413,partner
C02775,P1,01445,partner
C02776,P1,01446,partner
C02777,P2,00780,partner
C02778,P1,01447,partner
C02779,P2,00781,partner
C02780,P2,00782,partner
C02781,P1,01448,partner
C02782,P1,01449,partner
C02783,DIRECT,00139,direct
C02784,P1,01450,partner
C02785,P2,00783,partner
C02786,DIRECT,00140,direct
C02787,P1,01451,partner
C02788,P1,01452,partner
C02789,P3,00414,partner
C02790,P1,01453,partner
C02791,P1,01454,partner
C02792,P2,00784,partner
C02793,P2,00785,partner
C02794,P1,01455,partner
C02795,P2,00786,partner
C02796,P2,00787,partner
C02797,P3,00415,partner
C02798,DIRECT,00141,direct
C02799,P3,00416,partner
C02800,P1,01456,partner
C02801,P1,01457,partner
C02802,P3,00417,partner
C02803,P1,01458,partner
C02804,DIRECT,00142,direct
C02805,P1,01459,partner
C02806,P1,01460,partner
C02807,P1,01461,partner
C02808,P1,01462,partner
C02809,P2,00788,partner
C02810,P1,01463,partner
C02811,P1,01464,partner
C02812,P1,01465,partner
C02813,P1,01466,partner
C02814,P1,01467,partner
C02815,P1,01468,partner
C02816,P1,01469,partner
C02817,P1,01470,partner
C02818,P2,00789,partner
C02819,P1,01471,partner
C02820,P1,01472,partner
C02821,P2,00790,partner
C02822,P1,01473,partner
C02823,P1,01474,partner
C02824,P1,01475,partner
C02825,P3,00418,partner
C02826,P2,00791,partner
C02827,P1,01476,partner
C02828,P1,01477,partner
C02829,P2,00792,partner
C02830,P1,01478,partner
C02831,P1,01479,partner
C02832,P1,01480,partner
C02833,P2,00793,partner
C02834,P1,01481,partner
C02835,P1,01482,partner
C02836,P2,00794,partner
C02837,DIRECT,00143,direct
C02838,P2,00795,partner
C02839,P3,00419,partner
C02840,P1,01483,partner
C02841,P1,01484,partner
C02842,P2,00796,partner
C02843,P2,00797,partner
C02844,P1,01485,partner
C02845,P1,01486,partner
C02846,P2,00798,partner
C02847,P1,01487,partner
C02848,P1,01488,partner
C02849,P1,01489,partner
C02850,P3,00420,partner
C02851,P3,00421,partner
C02852,DIRECT,00144,direct
C02853,P1,01490,partner
C02854,P1,01491,partner
C02855,P2,00799,partner
C02856,P3,00422,partner
C02857,P1,01492,partner
C02858,P1,01493,partner
C02859,P2,00800,partner
C02860,P1,01494,partner
C02861,DIRECT,00145,direct
C02862,P2,00801,partner
C02863,P2,00802,partner
C02864,P1,01495,partner
C02865,P1,01496,partner
C02866,P1,01497,partner
C02867,P2,00803,partner
C02868,P1,01498,partner
C02869,P1,01499,partner
C02870,P1,01500,partner
C02871,P2,00804,partner
C02872,P1,01501,partner
C02873,P1,01502,partner
C02874,P1,01503,partner
C02875,P1,01504,partner
C02876,P1,01505,partner
C02877,P2,00805,partner
C02878,P1,01506,partner
C02879,P1,01507,partner
C02880,P1,01508,partner
C02881,P1,01509,partner
C02882,P2,00806,partner
C02883,P1,01510,partner
C02884,P1,01511,partner
C02885,P1,01512,partner
C02886,P1,01513,partner
C02887,P2,00807,partner
C02888,P1,01514,partner
C02889,P1,01515,partner
C02890,P1,01516,partner
C02891,P1,01517,partner
C02892,P2,00808,partner
C02893,P3,00423,partner
C02894,P1,01518,partner
C02895,P2,00809,partner
C02896,P1,01519,partner
C02897,P1,01520,partner
C02898,P3,00424,partner
C02899,P1,01521,partner
C02900,P2,00810,partner
C02901,P1,01522,partner
C02902,P1,01523,partner
C02903,P1,01524,partner
C02904,P2,00811,partner
C02905,P1,01525,partner
C02906,P1,01526,partner
C02907,P2,00812,partner
C02908,P1,01527,partner
C02909,P1,01528,partner
C02910,P2,00813,partner
C02911,P1,01529,partner
C02912,P1,01530,partner
C02913,P1,01531,partner
C02914,P1,01532,partner
C02915,P1,01533,partner
C02916,P1,01534,partner
C02917,P3,00425,partner
C02918,P2,00814,partner
C02919,P2,00815,partner
C02920,DIRECT,00146,direct
C02921,P1,01535,partner
C02922,P3,00426,partner
C02923,P1,01536,partner
C02924,P2,00816,partner
C02925,P2,00817,partner
C02926,P1,01537,partner
C02927,P2,00818,partner
C02928,P1,01538,partner
C02929,P1,01539,partner
C02930,P3,00427,partner
C02931,P2,00819,partner
C02932,P1,01540,partner
C02933,P2,00820,partner
C02934,P1,01541,partner
C02935,P3,00428,partner
C02936,P1,01542,partner
C02937,DIRECT,00147,direct
C02938,P1,01543,partner
C02939,P1,01544,partner
C02940,P3,00429,partner
C02941,DIRECT,00148,direct
C02942,P2,00821,partner
C02943,P1,01545,partner
C02944,P2,00822,partner
C02945,P2,00823,partner
C02946,P1,01546,partner
C02947,P3,00430,partner
C02948,P1,01547,partner
C02949,P1,01548,partner
C02950,P1,01549,partner
C02951,P2,00824,partner
C02952,P2,00825,partner
C02953,P1,01550,partner
C02954,P1,01551,partner
C02955,P2,00826,partner
C02956,P3,00431,partner
C02957,DIRECT,00149,direct
C02958,P2,00827,partner
C02959,P3,00432,partner
C02960,P3,00433,partner
C02961,P2,00828,partner
C02962,P1,01552,partner
C02963,DIRECT,00150,direct
C02964,P1,01553,partner
C02965,P1,01554,partner
C02966,P2,00829,partner
C02967,P1,01555,partner
C02968,P1,01556,partner
C02969,P1,01557,partner
C02970,P1,01558,partner
C02971,P2,00830,partner
C02972,DIRECT,00151,direct
C02973,P3,00434,partner
C02974,P2,00831,partner
C02975,P1,01559,partner
C02976,P2,00832,partner
C02977,P1,01560,partner
C02978,P2,00833,partner
C02979,P1,01561,partner
C02980,P1,01562,partner
C02981,P1,01563,partner
C02982,P3,00435,partner
C02983,P1,01564,partner
C02984,P1,01565,partner
C02985,P1,01566,partner
C02986,P3,00436,partner
C02987,P1,01567,partner
C02988,P3,00437,partner
C02989,P1,01568,partner
C02990,P1,01569,partner
C02991,P1,01570,partner
C02992,P1,01571,partner
C02993,P1,01572,partner
C02994,P3,00438,partner
C02995,P1,01573,partner
C02996,P2,00834,partner
C02997,P2,00835,partner
C02998,P1,01574,partner
C02999,P2,00836,partner
C03000,P1,01575,partner
C03001,P2,00837,partner
C03002,P2,00838,partner
C03003,P2,00839,partner
C03004,P1,01576,partner
C03005,P1,01577,partner
C03006,P3,00439,partner
C03007,DIRECT,00152,direct
C03008,P2,00840,partner
C03009,P2,00841,partner
C03010,P1,01578,partner
C03011,P3,00440,partner
C03012,P2,00842,partner
C03013,P1,01579,partner
C03014,P1,01580,partner
C03015,P1,01581,partner
C03016,P1,01582,partner
C03017,P2,00843,partner
C03018,P2,00844,partner
C03019,P1,01583,partner
C03020,P1,01584,partner
C03021,DIRECT,00153,direct
C03022,P2,00845,partner
C03023,P2,00846,partner
C03024,DIRECT,00154,direct
C03025,P1,01585,partner
C03026,P1,01586,partner
C03027,P2,00847,partner
C03028,P1,01587,partner
C03029,P1,01588,partner
C03030,P1,01589,partner
C03031,P2,00848,partner
C03032,P2,00849,partner
C03033,P2,00850,partner
C03034,P1,01590,partner
C03035,P1,01591,partner
C03036,P3,00441,partner
C03037,DIRECT,00155,direct
C03038,P1,01592,partner
C03039,P1,01593,partner
C03040,P2,00851,partner
C03041,P1,01594,partner
C03042,P2,00852,partner
C03043,P1,01595,partner
C03044,P1,01596,partner
C03045,P1,01597,partner
C03046,P1,01598,partner
C03047,P1,01599,partner
C03048,P3,00442,partner
C03049,P2,00853,partner
C03050,P2,00854,partner
C03051,P1,01600,partner
C03052,P2,00855,partner
C03053,P1,01601,partner
C03054,P2,00856,partner
C03055,P1,01602,partner
C03056,P1,01603,partner
C03057,P3,00443,partner
C03058,P2,00857,partner
C03059,P1,01604,partner
C03060,P2,00858,partner
C03061,P1,01605,partner
C03062,P1,01606,partner
C03063,P3,00444,partner
C03064,P1,01607,partner
C03065,DIRECT,00156,direct
C03066,P1,01608,partner
C03067,P1,01609,partner
C03068,P1,01610,partner
C03069,P2,00859,partner
C03070,P1,01611,partner
C03071,P1,01612,partner
C03072,P1,01613,partner
C03073,P2,00860,partner
C03074,P1,01614,partner
C03075,P2,00861,partner
C03076,P1,01615,partner
C03077,P1,01616,partner
C03078,P1,01617,partner
C03079,P2,00862,partner
C03080,P1,01618,partner
C03081,P2,00863,partner
C03082,P1,01619,partner
C03083,P2,00864,partner
C03084,P1,01620,partner
C03085,P3,00445,partner
C03086,P2,00865,partner
C03087,P1,01621,partner
C03088,P2,00866,partner
C03089,P1,01622,partner
C03090,P2,00867,partner
C03091,P1,01623,partner
C03092,P1,01624,partner
C03093,P1,01625,partner
C03094,P2,00868,partner
C03095,P2,00869,partner
C03096,P2,00870,partner
C03097,P1,01626,partner
C03098,P3,00446,partner
C03099,P2,00871,partner
C03100,P3,00447,partner
C03101,P1,01627,partner
C03102,DIRECT,00157,direct
C03103,P3,00448,partner
C03104,P3,00449,partner
C03105,P3,00450,partner
C03106,P2,00872,partner
C03107,P3,00451,partner
C03108,P1,01628,partner
C03109,P2,00873,partner
C03110,P1,01629,partner
C03111,P1,01630,partner
C03112,P1,01631,partner
C03113,P2,00874,partner
C03114,P2,00875,partner
C03115,P3,00452,partner
C03116,P1,01632,partner
C03117,P3,00453,partner
C03118,P1,01633,partner
C03119,P1,01634,partner
C03120,P1,01635,partner
C03121,P1,01636,partner
C03122,P1,01637,partner
C03123,P1,01638,partner
C03124,P1,01639,partner
C03125,P1,01640,partner
C03126,P1,01641,partner
C03127,P1,01642,partner
C03128,P1,01643,partner
C03129,P2,00876,partner
C03130,P1,01644,partner
C03131,P3,00454,partner
C03132,P2,00877,partner
C03133,P3,00455,partner
C03134,P3,00456,partner
C03135,P2,00878,partner
C03136,DIRECT,00158,direct
C03137,P1,01645,partner
C03138,P1,01646,partner
C03139,P2,00879,partner
C03140,P1,01647,partner
C03141,P2,00880,partner
C03142,P3,00457,partner
C03143,P2,00881,partner
C03144,P2,00882,partner
C03145,P1,01648,partner
C03146,DIRECT,00159,direct
C03147,P2,00883,partner
C03148,P1,01649,partner
C03149,P1,01650,partner
C03150,P2,00884,partner
C03151,P3,00458,partner
C03152,P2,00885,partner
C03153,P2,00886,partner
C03154,P2,00887,partner
C03155,DIRECT,00160,direct
C03156,P1,01651,partner
C03157,P2,00888,partner
C03158,P1,01652,partner
C03159,P1,01653,partner
C03160,P1,01654,partner
C03161,P2,00889,partner
C03162,P2,00890,partner
C03163,P1,01655,partner
C03164,P3,00459,partner
C03165,P2,00891,partner
C03166,P3,00460,partner
C03167,P3,00461,partner
C03168,P1,01656,partner
C03169,P3,00462,partner
C03170,P2,00892,partner
C03171,P1,01657,partner
C03172,P2,00893,partner
C03173,P3,00463,partner
C03174,P1,01658,partner
C03175,P3,00464,partner
C03176,P2,00894,partner
C03177,P1,01659,partner
C03178,P3,00465,partner
C03179,P2,00895,partner
C03180,P1,01660,partner
C03181,P1,01661,partner
C03182,P1,01662,partner
C03183,P1,01663,partner
C03184,DIRECT,00161,direct
C03185,P1,01664,partner
C03186,P2,00896,partner
