subscription_key,customer_key,term_type,opened_date,register_quantity,register_status,register_status_date
S02354,C02146,monthly,2025-07-05,0,cancelled,2025-07-13
S02355,C02147,annual,2025-04-11,7,active,2025-04-11
S02356,C02148,annual,2025-04-03,14,active,2025-04-03
S02357,C02149,monthly,2025-06-15,11,active,2025-06-15
S02358,C02150,annual,2025-12-05,6,active,2025-12-05
S02359,C02151,annual,2024-11-08,38,active,2024-11-08
S02360,C02152,monthly,2024-11-04,1,active,2024-11-04
S02361,C02153,annual,2025-07-14,1,active,2025-07-14
S02362,C02154,monthly,2025-04-17,1017,active,2025-04-17
S02363,C02155,monthly,2025-02-19,10,active,2025-02-19
S02364,C02156,monthly,2026-06-10,7,active,2026-06-10
S02365,C02157,annual,2026-04-01,6,active,2026-04-01
S02366,C02158,annual,2025-01-14,0,cancelled,2025-01-24
S02367,C02159,monthly,2024-11-01,0,cancelled,2025-10-19
S02368,C02160,monthly,2026-01-28,177,active,2026-01-28
S02369,C02161,annual,2024-08-26,17,active,2024-08-26
S02370,C02162,annual,2024-09-22,6,active,2024-09-22
S02371,C02163,monthly,2025-09-04,24,active,2025-09-04
S02372,C02164,annual,2024-12-19,13,active,2024-12-19
S02373,C02165,annual,2025-11-07,53,active,2025-11-07
S02374,C02166,monthly,2026-06-09,3,active,2026-06-09
S02375,C02167,annual,2025-02-26,1,active,2025-02-26
S02376,C02168,annual,2024-09-01,4,active,2024-09-01
S02377,C02169,monthly,2024-07-30,1,active,2024-07-30
S02378,C02170,monthly,2025-09-11,3,active,2025-09-11
S02379,C02171,monthly,2024-12-05,0,cancelled,2024-12-25
S02380,C02172,annual,2025-05-31,2,active,2025-05-31
S02381,C02173,annual,2024-10-13,0,cancelled,2025-10-22
S02382,C02174,annual,2026-04-07,26,active,2026-04-07
S02383,C02175,annual,2025-05-22,3,active,2025-05-22
S02384,C02176,monthly,2025-05-21,30,active,2025-05-21
S02385,C02177,monthly,2024-09-24,0,cancelled,2025-10-28
S02386,C02178,annual,2024-12-28,1,active,2024-12-28
S02387,C02179,annual,2024-09-01,0,cancelled,2024-12-03
S02388,C02180,monthly,2025-09-07,0,cancelled,2025-12-09
S02389,C02181,annual,2024-08-22,8,active,2024-08-22
S02390,C02181,annual,2026-05-06,4,active,2026-05-06
S02391,C02182,annual,2025-07-02,2,active,2025-07-02
S02392,C02182,annual,2026-04-10,8,active,2026-04-10
S02393,C02183,monthly,2024-09-13,1970,active,2024-09-13
S02394,C02184,annual,2025-05-16,0,cancelled,2025-12-19
S02395,C02185,monthly,2026-06-21,6,active,2026-06-21
S02396,C02186,annual,2025-11-21,7,active,2025-11-21
S02397,C02187,annual,2025-03-22,17,active,2025-03-22
S02398,C02188,annual,2026-04-27,32,active,2026-04-27
S02399,C02189,annual,2024-12-19,0,cancelled,2025-11-01
S02400,C02190,monthly,2025-05-17,9,active,2025-05-17
S02401,C02191,monthly,2025-09-13,1,active,2025-09-13
S02402,C02192,annual,2025-11-21,0,cancelled,2026-01-16
S02403,C02193,annual,2026-03-03,5,active,2026-03-03
S02404,C02194,annual,2025-10-23,21,active,2025-10-23
S02405,C02195,monthly,2025-01-01,3,active,2025-01-01
S02406,C02196,annual,2025-06-18,0,cancelled,2025-07-10
S02407,C02197,monthly,2026-01-21,8,active,2026-01-21
S02408,C02197,annual,2026-03-30,26,active,2026-03-30
S02409,C02198,monthly,2024-10-26,0,cancelled,2025-11-03
S02410,C02199,annual,2025-08-24,4,active,2025-08-24
S02411,C02200,monthly,2024-11-21,6,active,2024-11-21
S02412,C02201,annual,2024-11-09,3,active,2024-11-09
S02413,C02202,annual,2024-11-07,9,active,2024-11-07
S02414,C02203,annual,2025-02-28,14,active,2025-02-28
S02415,C02203,monthly,2026-06-01,34,active,2026-06-01
S02416,C02204,monthly,2024-10-07,10,active,2024-10-07
S02417,C02205,annual,2026-02-13,1,active,2026-02-13
S02418,C02205,annual,2026-05-21,13,active,2026-05-21
S02419,C02206,annual,2026-04-21,6,active,2026-04-21
S02420,C02207,monthly,2025-05-02,13,active,2025-05-02
S02421,C02208,annual,2026-02-10,11,active,2026-02-10
S02422,C02209,monthly,2025-08-24,20,active,2025-08-24
S02423,C02210,annual,2025-06-19,168,active,2025-06-19
S02424,C02211,monthly,2025-03-06,3,active,2025-03-06
S02425,C02212,annual,2026-03-19,64,active,2026-03-19
S02426,C02213,annual,2025-02-27,10,active,2025-02-27
S02427,C02214,annual,2024-12-20,0,cancelled,2025-09-27
S02428,C02215,annual,2025-09-01,2,active,2025-09-01
S02429,C02216,annual,2025-09-22,6,active,2025-09-22
S02430,C02216,annual,2026-01-18,4,active,2026-01-18
S02431,C02217,monthly,2026-01-19,4,active,2026-01-19
S02432,C02218,monthly,2025-10-13,31,active,2025-10-13
S02433,C02219,monthly,2026-03-25,2,active,2026-03-25
S02434,C02220,annual,2026-02-08,7,active,2026-02-08
S02435,C02221,annual,2025-09-08,25,active,2025-09-08
S02436,C02222,annual,2025-09-14,81,active,2025-09-14
S02437,C02223,annual,2025-11-08,71,active,2025-11-08
S02438,C02224,annual,2026-04-21,6,active,2026-04-21
S02439,C02225,annual,2025-12-11,2,active,2025-12-11
S02440,C02226,monthly,2025-02-18,0,cancelled,2025-05-18
S02441,C02227,monthly,2025-09-24,3,active,2025-09-24
S02442,C02228,annual,2025-09-23,15,active,2025-09-23
S02443,C02229,monthly,2024-11-07,1,active,2024-11-07
S02444,C02229,annual,2025-11-26,6,active,2025-11-26
S02445,C02230,monthly,2025-04-25,77,active,2025-04-25
S02446,C02231,annual,2025-12-07,9,active,2025-12-07
S02447,C02232,monthly,2025-11-26,20,active,2025-11-26
S02448,C02232,monthly,2026-01-17,4,active,2026-01-17
S02449,C02233,annual,2025-07-28,183,active,2025-07-28
S02450,C02234,annual,2025-10-26,13,active,2025-10-26
S02451,C02235,monthly,2026-06-28,3,active,2026-06-28
S02452,C02236,annual,2026-06-25,8,active,2026-06-25
S02453,C02237,monthly,2024-11-15,5,active,2024-11-15
S02454,C02237,monthly,2025-10-18,56,active,2025-10-18
S02455,C02238,annual,2024-11-23,3,active,2024-11-23
S02456,C02239,annual,2026-01-25,9,active,2026-01-25
S02457,C02240,monthly,2024-09-22,4,active,2024-09-22
S02458,C02241,monthly,2024-09-15,2,active,2024-09-15
S02459,C02242,monthly,2026-02-05,44,active,2026-02-05
S02460,C02243,annual,2026-02-01,15,active,2026-02-01
S02461,C02244,annual,2026-03-25,12,active,2026-03-25
S02462,C02245,monthly,2026-03-16,7,active,2026-03-16
S02463,C02246,annual,2024-09-27,11,active,2024-09-27
S02464,C02247,annual,2025-09-02,3,active,2025-09-02
S02465,C02248,annual,2026-01-15,2,active,2026-01-15
S02466,C02249,annual,2024-10-25,2,active,2024-10-25
S02467,C02250,annual,2025-05-02,4,active,2025-05-02
S02468,C02251,annual,2025-04-30,8,active,2025-04-30
S02469,C02252,annual,2024-07-04,0,cancelled,2024-07-26
S02470,C02253,annual,2025-01-05,7,active,2025-01-05
S02471,C02254,monthly,2026-06-08,5,active,2026-06-08
S02472,C02255,annual,2025-08-26,80,active,2025-08-26
S02473,C02256,annual,2025-11-05,36,active,2025-11-05
S02474,C02257,monthly,2026-03-04,8,active,2026-03-04
S02475,C02258,annual,2025-01-05,0,cancelled,2025-03-31
S02476,C02259,annual,2025-03-01,6,active,2025-03-01
S02477,C02260,monthly,2025-09-11,219,active,2025-09-11
S02478,C02261,annual,2025-10-18,6,active,2025-10-18
S02479,C02262,annual,2025-12-28,20,active,2025-12-28
S02480,C02263,monthly,2026-01-04,7,active,2026-01-04
S02481,C02264,monthly,2024-10-11,0,cancelled,2026-01-20
S02482,C02265,annual,2025-06-06,0,cancelled,2025-10-16
S02483,C02266,annual,2024-07-18,22,active,2024-07-18
S02484,C02267,annual,2025-10-12,6,active,2025-10-12
S02485,C02268,monthly,2025-06-20,11,active,2025-06-20
S02486,C02269,annual,2025-08-16,2,active,2025-08-16
S02487,C02270,annual,2025-08-06,8,active,2025-08-06
S02488,C02271,annual,2025-01-12,5,active,2025-01-12
S02489,C02271,annual,2026-01-07,3,active,2026-01-07
S02490,C02272,annual,2025-07-11,7,active,2025-07-11
S02491,C02273,annual,2024-09-12,5,active,2024-09-12
S02492,C02274,monthly,2024-10-10,3,active,2024-10-10
S02493,C02275,monthly,2025-06-07,2,active,2025-06-07
S02494,C02276,annual,2025-01-18,2,active,2025-01-18
S02495,C02277,annual,2026-01-29,4,active,2026-01-29
S02496,C02278,annual,2025-11-21,22,active,2025-11-21
S02497,C02278,annual,2026-04-07,3,active,2026-04-07
S02498,C02279,monthly,2024-12-18,12,active,2024-12-18
S02499,C02280,monthly,2026-03-15,2,active,2026-03-15
S02500,C02281,annual,2026-06-13,3,active,2026-06-13
S02501,C02282,annual,2026-06-16,5,active,2026-06-16
S02502,C02283,monthly,2024-12-12,281,active,2024-12-12
S02503,C02283,annual,2025-04-13,171,active,2025-04-13
S02504,C02284,annual,2024-09-25,24,active,2024-09-25
S02505,C02285,annual,2025-10-20,203,active,2025-10-20
S02506,C02286,monthly,2026-02-24,4,active,2026-02-24
S02507,C02287,annual,2026-03-01,2,active,2026-03-01
S02508,C02288,monthly,2024-11-08,705,active,2024-11-08
S02509,C02289,monthly,2025-10-01,16,active,2025-10-01
S02510,C02290,annual,2025-04-30,0,cancelled,2026-04-28
S02511,C02291,monthly,2025-07-02,3,active,2025-07-02
S02512,C02292,annual,2024-12-20,2,active,2024-12-20
S02513,C02293,annual,2024-10-18,5,active,2024-10-18
S02514,C02294,annual,2025-08-29,19,active,2025-08-29
S02515,C02295,monthly,2024-11-23,5,active,2024-11-23
S02516,C02296,annual,2025-08-23,9,active,2025-08-23
S02517,C02297,monthly,2024-07-10,5,active,2024-07-10
S02518,C02298,annual,2024-12-03,15,active,2024-12-03
S02519,C02298,annual,2025-12-20,34,active,2025-12-20
S02520,C02299,annual,2024-08-26,20,active,2024-08-26
S02521,C02300,annual,2025-09-19,14,active,2025-09-19
S02522,C02300,annual,2026-01-13,3,active,2026-01-13
S02523,C02301,monthly,2025-11-11,26,active,2025-11-11
S02524,C02302,monthly,2026-03-07,4,active,2026-03-07
S02525,C02303,monthly,2025-08-30,41,active,2025-08-30
S02526,C02303,annual,2026-01-12,3,active,2026-01-12
S02527,C02304,monthly,2025-01-08,18,active,2025-01-08
S02528,C02305,monthly,2024-09-17,0,cancelled,2025-05-02
S02529,C02306,monthly,2025-08-26,8,active,2025-08-26
S02530,C02307,annual,2026-01-02,3,active,2026-01-02
S02531,C02308,annual,2025-09-18,3,active,2025-09-18
S02532,C02309,monthly,2025-06-20,0,cancelled,2025-06-23
S02533,C02310,annual,2026-05-08,118,active,2026-05-08
S02534,C02311,monthly,2025-05-10,2,active,2025-05-10
S02535,C02312,annual,2025-11-16,6,active,2025-11-16
S02536,C02313,monthly,2025-07-28,8,active,2025-07-28
S02537,C02314,annual,2026-01-06,4,active,2026-01-06
S02538,C02315,monthly,2024-09-17,8,active,2024-09-17
S02539,C02316,annual,2025-04-06,30,active,2025-04-06
S02540,C02317,monthly,2026-02-23,5,active,2026-02-23
S02541,C02318,annual,2024-08-12,77,active,2024-08-12
S02542,C02319,annual,2026-05-06,5,active,2026-05-06
S02543,C02320,monthly,2025-03-15,34,active,2025-03-15
S02544,C02321,annual,2025-10-07,1,active,2025-10-07
S02545,C02322,annual,2026-01-01,2,active,2026-01-01
S02546,C02323,annual,2025-02-23,2,active,2025-02-23
S02547,C02324,monthly,2025-11-20,7,active,2025-11-20
S02548,C02325,annual,2025-11-02,0,cancelled,2025-12-21
S02549,C02326,annual,2025-04-19,31,active,2025-04-19
S02550,C02327,annual,2026-01-04,13,active,2026-01-04
S02551,C02328,monthly,2026-01-04,8,active,2026-01-04
S02552,C02329,annual,2024-08-27,1,active,2024-08-27
S02553,C02330,monthly,2025-04-11,11,active,2025-04-11
S02554,C02331,annual,2026-01-09,22,active,2026-01-09
S02555,C02332,annual,2025-11-09,5,active,2025-11-09
S02556,C02333,monthly,2025-02-15,3,active,2025-02-15
S02557,C02334,annual,2025-08-18,7,active,2025-08-18
S02558,C02335,annual,2025-04-15,13,active,2025-04-15
S02559,C02336,annual,2024-09-28,9,active,2024-09-28
S02560,C02337,annual,2025-11-24,3,active,2025-11-24
S02561,C02338,annual,2025-04-02,5,active,2025-04-02
S02562,C02338,annual,2026-04-13,7,active,2026-04-13
S02563,C02339,annual,2025-10-04,9,active,2025-10-04
S02564,C02340,annual,2025-11-16,11,active,2025-11-16
S02565,C02341,monthly,2024-11-14,36,active,2024-11-14
S02566,C02342,monthly,2025-01-01,5,active,2025-01-01
S02567,C02343,annual,2026-06-05,39,active,2026-06-05
S02568,C02344,monthly,2026-04-15,4,active,2026-04-15
S02569,C02345,annual,2025-03-29,4,active,2025-03-29
S02570,C02346,monthly,2025-10-02,83,active,2025-10-02
S02571,C02346,annual,2026-04-18,313,active,2026-04-18
S02572,C02347,monthly,2024-09-21,4,active,2024-09-21
S02573,C02348,monthly,2024-09-20,145,active,2024-09-20
S02574,C02349,monthly,2025-11-25,10,active,2025-11-25
S02575,C02349,monthly,2026-06-22,8,active,2026-06-22
S02576,C02350,monthly,2026-02-11,1,active,2026-02-11
S02577,C02351,annual,2026-04-24,22,active,2026-04-24
S02578,C02352,monthly,2026-05-20,147,active,2026-05-20
S02579,C02353,monthly,2025-01-16,19,active,2025-01-16
S02580,C02354,monthly,2025-08-28,0,cancelled,2025-12-16
S02581,C02355,monthly,2025-03-12,0,cancelled,2026-03-13
S02582,C02356,monthly,2024-10-08,5,active,2024-10-08
S02583,C02357,annual,2025-04-04,41,active,2025-04-04
S02584,C02358,monthly,2026-05-16,0,cancelled,2026-06-26
S02585,C02358,annual,2026-06-26,3,active,2026-06-26
S02586,C02359,annual,2025-08-15,11,active,2025-08-15
S02587,C02360,annual,2025-04-26,0,cancelled,2025-04-28
S02588,C02361,monthly,2024-10-21,0,cancelled,2025-09-05
S02589,C02362,annual,2025-10-03,21,active,2025-10-03
S02590,C02363,monthly,2024-08-30,0,cancelled,2025-03-29
S02591,C02364,annual,2026-04-01,4,active,2026-04-01
S02592,C02365,monthly,2025-07-13,0,cancelled,2025-10-06
S02593,C02366,annual,2025-10-23,3,active,2025-10-23
S02594,C02367,annual,2025-09-03,0,cancelled,2026-03-23
S02595,C02368,monthly,2026-05-29,4,active,2026-05-29
S02596,C02369,annual,2025-04-15,34,active,2025-04-15
S02597,C02370,annual,2026-04-09,16,active,2026-04-09
S02598,C02371,annual,2026-03-07,7,active,2026-03-07
S02599,C02372,monthly,2025-01-02,4,active,2025-01-02
S02600,C02372,monthly,2025-10-14,9,active,2025-10-14
S02601,C02373,monthly,2024-12-10,0,cancelled,2025-06-05
S02602,C02374,monthly,2025-06-25,3,active,2025-06-25
S02603,C02375,annual,2026-01-20,27,active,2026-01-20
S02604,C02376,annual,2025-04-11,6,active,2025-04-11
S02605,C02376,annual,2025-09-09,8,active,2025-09-09
S02606,C02377,monthly,2026-01-25,6,active,2026-01-25
S02607,C02378,annual,2025-02-15,0,cancelled,2025-02-23
S02608,C02379,monthly,2025-08-09,17,active,2025-08-09
S02609,C02380,monthly,2024-11-26,8,active,2024-11-26
S02610,C02381,annual,2026-02-10,7,active,2026-02-10
S02611,C02382,annual,2025-01-07,5,active,2025-01-07
S02612,C02383,annual,2025-11-22,23,active,2025-11-22
S02613,C02384,annual,2025-06-19,6,active,2025-06-19
S02614,C02384,monthly,2026-04-07,26,active,2026-04-07
S02615,C02385,annual,2026-06-30,63,active,2026-06-30
S02616,C02386,monthly,2024-11-07,13,active,2024-11-07
S02617,C02387,annual,2024-10-13,0,cancelled,2025-09-11
S02618,C02388,monthly,2026-06-02,8,active,2026-06-02
S02619,C02389,annual,2026-05-02,10,active,2026-05-02
S02620,C02389,monthly,2026-06-27,22,active,2026-06-27
S02621,C02390,monthly,2025-06-19,8,active,2025-06-19
S02622,C02391,monthly,2025-08-01,41,active,2025-08-01
S02623,C02392,annual,2024-11-23,6,active,2024-11-23
S02624,C02393,annual,2024-07-23,4,active,2024-07-23
S02625,C02394,annual,2025-06-03,4,active,2025-06-03
S02626,C02395,annual,2025-04-16,7,active,2025-04-16
S02627,C02396,monthly,2025-12-09,0,cancelled,2026-01-16
S02628,C02397,annual,2025-11-14,1,active,2025-11-14
S02629,C02398,annual,2025-06-05,34,active,2025-06-05
S02630,C02399,monthly,2024-10-05,5,active,2024-10-05
S02631,C02400,monthly,2024-08-28,29,active,2024-08-28
S02632,C02401,annual,2024-11-10,15,active,2024-11-10
S02633,C02402,annual,2025-09-23,27,active,2025-09-23
S02634,C02403,monthly,2024-11-20,2,active,2024-11-20
S02635,C02404,monthly,2025-04-23,0,cancelled,2025-04-29
S02636,C02405,annual,2026-02-21,4,active,2026-02-21
S02637,C02406,annual,2026-05-12,0,cancelled,2026-06-04
S02638,C02407,monthly,2025-03-31,0,cancelled,2026-05-22
S02639,C02408,annual,2024-10-27,9,active,2024-10-27
S02640,C02409,annual,2024-07-26,3,active,2024-07-26
S02641,C02410,monthly,2026-02-12,7,active,2026-02-12
S02642,C02411,annual,2025-11-25,18,active,2025-11-25
S02643,C02412,annual,2026-03-26,70,active,2026-03-26
S02644,C02412,monthly,2026-05-07,1,active,2026-05-07
S02645,C02413,monthly,2024-08-19,3,active,2024-08-19
S02646,C02414,annual,2026-03-25,193,active,2026-03-25
S02647,C02415,annual,2025-03-30,0,cancelled,2026-03-29
S02648,C02416,annual,2024-12-21,0,cancelled,2025-05-20
S02649,C02416,monthly,2025-08-25,6,active,2025-08-25
S02650,C02417,annual,2024-11-26,2,active,2024-11-26
S02651,C02418,monthly,2025-05-27,4,active,2025-05-27
S02652,C02419,annual,2024-10-31,3,active,2024-10-31
S02653,C02420,monthly,2026-05-20,7,active,2026-05-20
S02654,C02421,annual,2026-05-18,1,active,2026-05-18
S02655,C02422,annual,2024-07-30,126,active,2024-07-30
S02656,C02423,monthly,2026-05-25,1,active,2026-05-25
S02657,C02424,annual,2025-08-24,21,active,2025-08-24
S02658,C02425,annual,2025-06-20,21,active,2025-06-20
S02659,C02426,monthly,2026-03-07,2,active,2026-03-07
S02660,C02427,annual,2024-12-31,3,active,2024-12-31
S02661,C02428,annual,2025-12-26,16,active,2025-12-26
S02662,C02429,monthly,2025-04-17,111,active,2025-04-17
S02663,C02430,monthly,2025-06-02,20,active,2025-06-02
S02664,C02431,annual,2024-12-26,4,active,2024-12-26
S02665,C02432,annual,2026-02-23,11,active,2026-02-23
S02666,C02433,monthly,2025-06-02,28,active,2025-06-02
S02667,C02434,monthly,2025-09-20,5,active,2025-09-20
S02668,C02435,monthly,2026-06-06,7,active,2026-06-06
S02669,C02436,annual,2026-01-13,4,active,2026-01-13
S02670,C02437,monthly,2025-06-26,1,active,2025-06-26
S02671,C02438,monthly,2026-06-03,16,active,2026-06-03
S02672,C02439,annual,2025-05-03,0,cancelled,2026-05-26
S02673,C02440,monthly,2024-10-21,19,active,2024-10-21
S02674,C02441,annual,2025-07-10,20,active,2025-07-10
S02675,C02442,annual,2026-03-04,8,active,2026-03-04
S02676,C02443,monthly,2026-01-29,5,active,2026-01-29
S02677,C02444,monthly,2026-03-11,19,active,2026-03-11
S02678,C02445,monthly,2025-01-30,0,cancelled,2025-01-31
S02679,C02446,annual,2026-06-27,2,active,2026-06-27
S02680,C02447,annual,2026-06-27,4,active,2026-06-27
S02681,C02448,annual,2024-07-23,0,cancelled,2025-11-11
S02682,C02449,annual,2025-04-14,5,active,2025-04-14
S02683,C02450,annual,2026-02-27,22,active,2026-02-27
S02684,C02450,annual,2026-06-08,35,active,2026-06-08
S02685,C02451,annual,2024-07-28,4,active,2024-07-28
S02686,C02452,annual,2024-10-15,106,active,2024-10-15
S02687,C02453,monthly,2026-06-30,8,active,2026-06-30
S02688,C02454,annual,2026-04-14,10,active,2026-04-14
S02689,C02455,annual,2025-11-09,2,active,2025-11-09
S02690,C02456,annual,2025-07-08,0,cancelled,2026-03-22
S02691,C02457,annual,2026-02-19,0,cancelled,2026-03-18
S02692,C02458,annual,2025-09-28,11,active,2025-09-28
S02693,C02459,annual,2025-10-26,42,active,2025-10-26
S02694,C02460,annual,2025-01-14,1,active,2025-01-14
S02695,C02460,monthly,2026-02-15,11,active,2026-02-15
S02696,C02461,annual,2026-01-28,2,active,2026-01-28
S02697,C02462,annual,2025-05-10,13,active,2025-05-10
S02698,C02462,monthly,2026-01-24,16,active,2026-01-24
S02699,C02463,monthly,2025-03-10,6,active,2025-03-10
S02700,C02463,monthly,2026-04-16,17,active,2026-04-16
S02701,C02464,annual,2026-05-17,1,active,2026-05-17
S02702,C02465,annual,2024-09-26,76,active,2024-09-26
S02703,C02466,monthly,2026-01-03,3,active,2026-01-03
S02704,C02467,monthly,2025-07-25,6,active,2025-07-25
S02705,C02467,annual,2025-08-24,2,active,2025-08-24
S02706,C02468,annual,2025-02-27,31,active,2025-02-27
S02707,C02469,monthly,2025-08-12,3,active,2025-08-12
S02708,C02470,annual,2026-01-08,6,active,2026-01-08
S02709,C02471,annual,2025-05-01,7,active,2025-05-01
S02710,C02472,monthly,2026-06-02,2,active,2026-06-02
S02711,C02473,monthly,2025-03-26,10,active,2025-03-26
S02712,C02474,monthly,2025-09-20,9,active,2025-09-20
S02713,C02475,annual,2026-04-27,3,active,2026-04-27
S02714,C02475,annual,2026-06-17,9,active,2026-06-17
S02715,C02476,annual,2025-01-17,24,active,2025-01-17
S02716,C02477,annual,2025-10-10,5,active,2025-10-10
S02717,C02478,monthly,2025-08-01,5,active,2025-08-01
S02718,C02479,monthly,2025-10-02,8,active,2025-10-02
S02719,C02480,monthly,2025-08-11,21,active,2025-08-11
S02720,C02481,monthly,2026-01-30,15,active,2026-01-30
S02721,C02482,monthly,2025-07-12,0,cancelled,2025-10-04
S02722,C02482,annual,2025-09-02,17,active,2025-09-02
S02723,C02483,annual,2025-01-29,3,active,2025-01-29
S02724,C02484,annual,2025-11-02,0,cancelled,2026-03-31
S02725,C02485,annual,2025-12-20,2,active,2025-12-20
S02726,C02486,monthly,2025-10-17,3,active,2025-10-17
S02727,C02487,monthly,2026-03-02,5,active,2026-03-02
S02728,C02487,monthly,2026-05-28,6,active,2026-05-28
S02729,C02488,monthly,2026-05-31,6,active,2026-05-31
S02730,C02489,annual,2025-06-08,37,active,2025-06-08
S02731,C02490,annual,2024-10-12,6,active,2024-10-12
S02732,C02491,monthly,2025-03-16,6,active,2025-03-16
S02733,C02492,monthly,2025-07-07,242,active,2025-07-07
S02734,C02493,annual,2025-07-20,2,active,2025-07-20
S02735,C02494,annual,2025-04-02,4,active,2025-04-02
S02736,C02494,monthly,2025-05-22,0,cancelled,2025-07-10
S02737,C02495,monthly,2025-01-02,13,active,2025-01-02
S02738,C02495,annual,2025-12-23,21,active,2025-12-23
S02739,C02496,monthly,2025-12-09,6,active,2025-12-09
S02740,C02497,annual,2025-06-30,3,active,2025-06-30
S02741,C02497,annual,2025-12-18,32,active,2025-12-18
S02742,C02498,annual,2026-04-15,8,active,2026-04-15
S02743,C02499,monthly,2025-10-06,2,active,2025-10-06
S02744,C02500,monthly,2025-09-18,91,active,2025-09-18
S02745,C02501,annual,2024-09-09,0,cancelled,2025-05-08
S02746,C02502,annual,2025-09-29,225,active,2025-09-29
S02747,C02503,annual,2025-01-29,18,active,2025-01-29
S02748,C02504,annual,2024-08-05,0,cancelled,2025-04-04
S02749,C02505,monthly,2024-12-03,19,active,2024-12-03
S02750,C02506,monthly,2024-07-11,254,active,2024-07-11
S02751,C02507,monthly,2025-12-22,13,active,2025-12-22
S02752,C02508,annual,2025-11-09,22,active,2025-11-09
S02753,C02509,annual,2025-06-26,0,cancelled,2026-02-14
S02754,C02510,monthly,2025-12-30,12,active,2025-12-30
S02755,C02511,annual,2026-05-17,19,active,2026-05-17
S02756,C02512,monthly,2024-09-24,11,active,2024-09-24
S02757,C02512,annual,2025-11-30,3,active,2025-11-30
S02758,C02513,annual,2025-07-18,6,active,2025-07-18
S02759,C02514,monthly,2024-08-05,4,active,2024-08-05
S02760,C02515,annual,2025-11-27,8,active,2025-11-27
S02761,C02516,annual,2026-01-10,11,active,2026-01-10
S02762,C02517,monthly,2025-08-24,3,active,2025-08-24
S02763,C02518,monthly,2026-01-21,3,active,2026-01-21
S02764,C02519,annual,2025-01-13,9,active,2025-01-13
S02765,C02520,monthly,2025-02-26,21,active,2025-02-26
S02766,C02521,monthly,2024-07-04,1,active,2024-07-04
S02767,C02522,annual,2025-09-17,7,active,2025-09-17
S02768,C02523,annual,2024-09-24,11,active,2024-09-24
S02769,C02524,monthly,2026-02-01,14,active,2026-02-01
S02770,C02524,annual,2026-05-09,11,active,2026-05-09
S02771,C02525,annual,2024-09-10,1,active,2024-09-10
S02772,C02526,annual,2026-01-25,21,active,2026-01-25
S02773,C02527,monthly,2026-02-01,17,active,2026-02-01
S02774,C02528,monthly,2025-06-12,3,active,2025-06-12
S02775,C02529,monthly,2025-01-25,9,active,2025-01-25
S02776,C02530,annual,2025-07-05,23,active,2025-07-05
S02777,C02531,annual,2025-09-20,4,active,2025-09-20
S02778,C02532,monthly,2026-06-27,9,active,2026-06-27
S02779,C02533,annual,2024-08-04,14,active,2024-08-04
S02780,C02534,monthly,2025-06-28,3,active,2025-06-28
S02781,C02535,annual,2024-08-27,8,active,2024-08-27
S02782,C02536,annual,2025-10-04,12,active,2025-10-04
S02783,C02536,annual,2026-01-06,5,active,2026-01-06
S02784,C02537,monthly,2026-02-26,19,active,2026-02-26
S02785,C02538,annual,2025-08-28,12,active,2025-08-28
S02786,C02539,annual,2026-01-08,11,active,2026-01-08
S02787,C02540,monthly,2025-10-13,0,cancelled,2026-01-19
S02788,C02541,annual,2025-05-27,4,active,2025-05-27
S02789,C02542,monthly,2026-06-02,3,active,2026-06-02
S02790,C02543,annual,2024-11-14,2,active,2024-11-14
S02791,C02544,annual,2025-02-10,5,active,2025-02-10
S02792,C02545,annual,2025-09-17,8,active,2025-09-17
S02793,C02546,annual,2024-10-11,10,active,2024-10-11
S02794,C02547,monthly,2024-11-26,66,active,2024-11-26
S02795,C02547,annual,2026-03-20,298,active,2026-03-20
S02796,C02548,annual,2026-04-02,9,active,2026-04-02
S02797,C02549,annual,2026-01-14,1,active,2026-01-14
S02798,C02550,annual,2025-02-23,11,active,2025-02-23
S02799,C02551,monthly,2026-04-09,7,active,2026-04-09
S02800,C02552,annual,2024-08-27,59,active,2024-08-27
S02801,C02553,annual,2025-07-18,2,active,2025-07-18
S02802,C02554,annual,2024-07-01,13,active,2024-07-01
S02803,C02555,monthly,2025-04-04,53,active,2025-04-04
S02804,C02556,annual,2025-03-06,6,active,2025-03-06
S02805,C02557,monthly,2026-04-19,12,active,2026-04-19
S02806,C02558,annual,2026-01-08,6,active,2026-01-08
S02807,C02559,monthly,2025-08-04,0,cancelled,2026-06-25
S02808,C02560,monthly,2026-06-17,2,active,2026-06-17
S02809,C02561,annual,2025-10-27,20,active,2025-10-27
S02810,C02562,annual,2026-04-08,3,active,2026-04-08
S02811,C02563,monthly,2025-09-21,4,active,2025-09-21
S02812,C02564,annual,2025-11-30,38,active,2025-11-30
S02813,C02565,monthly,2025-11-28,12,active,2025-11-28
S02814,C02566,annual,2025-05-22,9,active,2025-05-22
S02815,C02567,annual,2024-09-26,10,active,2024-09-26
S02816,C02568,annual,2024-10-31,10,active,2024-10-31
S02817,C02568,annual,2025-02-26,7,active,2025-02-26
S02818,C02569,monthly,2024-11-09,5,active,2024-11-09
S02819,C02570,monthly,2025-09-02,22,active,2025-09-02
S02820,C02571,annual,2026-06-12,7,active,2026-06-12
S02821,C02572,annual,2025-05-15,4,active,2025-05-15
S02822,C02573,monthly,2025-06-12,10,active,2025-06-12
