transaction_id,received_date,subscription_key,transaction_type,requested_quantity,term_type,source
3862,2025-10-02,S02300,ADD,41,,partner_api_order
3863,2025-10-02,S03035,ADD,32,,partner_api_order
3864,2025-10-02,S03359,CANCEL,0,,partner_api_order
3865,2025-10-02,S03864,ADD,5,,partner_api_order
3866,2025-10-03,S01383,NEW,30,monthly,partner_api_order
3867,2025-10-03,S01519,NEW,6,annual,partner_api_order
3868,2025-10-03,S02589,NEW,21,annual,partner_api_order
3869,2025-10-03,S02833,NEW,2,monthly,partner_api_order
3870,2025-10-03,S04047,NEW,7,monthly,partner_api_order
3871,2025-10-03,S00070,ADD,9,,partner_api_order
3872,2025-10-03,S00368,ADD,52,,partner_api_order
3873,2025-10-03,S00505,ADD,4,,partner_api_order
3874,2025-10-03,S00713,ADD,23,,partner_api_order
3875,2025-10-03,S01149,ADD,31,,partner_api_order
3876,2025-10-03,S01902,ADD,7,,partner_api_order
3877,2025-10-03,S01918,ADD,3,,partner_api_order
3878,2025-10-03,S02493,ADD,2,,partner_api_order
3879,2025-10-03,S02559,REDUCE,7,,partner_api_order
3880,2025-10-03,S02935,ADD,6,,partner_api_order
3881,2025-10-03,S03472,ADD,19,,partner_api_order
3882,2025-10-03,S03688,REDUCE,10,,partner_api_order
3883,2025-10-04,S02563,NEW,9,annual,partner_api_order
3884,2025-10-04,S02782,NEW,12,annual,partner_api_order
3885,2025-10-04,S03615,NEW,242,annual,contract_record
3886,2025-10-04,S00929,ADD,5,,partner_api_order
3887,2025-10-04,S01252,CANCEL,0,,partner_api_order
3888,2025-10-04,S01289,REDUCE,7,,partner_api_order
3889,2025-10-04,S01553,REDUCE,7,,partner_api_order
3890,2025-10-04,S02328,REDUCE,2,,partner_api_order
3891,2025-10-04,S02370,ADD,6,,partner_api_order
3892,2025-10-04,S02721,CANCEL,0,,partner_api_order
3893,2025-10-04,S04231,ADD,13,,partner_api_order
3894,2025-10-05,S00233,NEW,16,monthly,partner_api_order
3895,2025-10-05,S00313,NEW,70,annual,partner_api_order
3896,2025-10-05,S00499,NEW,12,annual,partner_api_order
3897,2025-10-05,S02178,NEW,1,annual,partner_api_order
3898,2025-10-05,S01751,ADD,2,,partner_api_order
3899,2025-10-05,S03141,REDUCE,0,,partner_api_order
3900,2025-10-05,S03488,REDUCE,20,,partner_api_order
3901,2025-10-06,S00364,NEW,2,annual,partner_api_order
3902,2025-10-06,S00480,NEW,35,monthly,partner_api_order
3903,2025-10-06,S00638,NEW,3,annual,partner_api_order
3904,2025-10-06,S01288,NEW,17,annual,partner_api_order
3905,2025-10-06,S01310,NEW,1,annual,partner_api_order
3906,2025-10-06,S02743,NEW,2,monthly,partner_api_order
3907,2025-10-06,S01240,ADD,12,,partner_api_order
3908,2025-10-06,S02592,CANCEL,0,,partner_api_order
3909,2025-10-06,S02645,REDUCE,3,,partner_api_order
3910,2025-10-06,S02694,ADD,3,,partner_api_order
3911,2025-10-06,S02846,ADD,12,,partner_api_order
3912,2025-10-06,S03751,CANCEL,0,,partner_api_order
3913,2025-10-07,S00862,NEW,4,annual,partner_api_order
3914,2025-10-07,S01701,NEW,237,monthly,contract_record
3915,2025-10-07,S01847,NEW,5,annual,partner_api_order
3916,2025-10-07,S02106,NEW,6,annual,partner_api_order
3917,2025-10-07,S02544,NEW,2,annual,partner_api_order
3918,2025-10-07,S03130,NEW,263,monthly,contract_record
3919,2025-10-07,S04221,NEW,32,annual,partner_api_order
3920,2025-10-07,S00521,REDUCE,7,,partner_api_order
3921,2025-10-07,S00710,CANCEL,0,,contract_record
3922,2025-10-07,S00981,REDUCE,4,,partner_api_order
3923,2025-10-07,S01121,ADD,37,,partner_api_order
3924,2025-10-07,S01699,CANCEL,0,,partner_api_order
3925,2025-10-07,S02020,ADD,18,,partner_api_order
3926,2025-10-07,S03220,ADD,10,,partner_api_order
3927,2025-10-07,S03455,ADD,10,,partner_api_order
3928,2025-10-08,S00478,NEW,5,annual,partner_api_order
3929,2025-10-08,S01075,NEW,9,monthly,partner_api_order
3930,2025-10-08,S01715,NEW,30,monthly,partner_api_order
3931,2025-10-08,S03420,NEW,8,monthly,partner_api_order
3932,2025-10-08,S01034,CANCEL,0,,partner_api_order
3933,2025-10-08,S02344,ADD,4,,partner_api_order
3934,2025-10-08,S03072,CANCEL,0,,partner_api_order
3935,2025-10-08,S03428,ADD,13,,partner_api_order
3936,2025-10-08,S03463,REDUCE,9,,partner_api_order
3937,2025-10-09,S01207,NEW,9,monthly,partner_api_order
3938,2025-10-09,S01654,NEW,2,monthly,partner_api_order
3939,2025-10-09,S01721,NEW,9,monthly,partner_api_order
3940,2025-10-09,S01870,NEW,4,annual,partner_api_order
3941,2025-10-09,S03012,NEW,4,annual,partner_api_order
3942,2025-10-09,S03192,NEW,6,annual,partner_api_order
3943,2025-10-09,S00090,ADD,2,,partner_api_order
3944,2025-10-09,S01818,REDUCE,6,,partner_api_order
3945,2025-10-09,S03826,REDUCE,16,,partner_api_order
3946,2025-10-09,S04254,ADD,5,,partner_api_order
3947,2025-10-10,S02716,NEW,10,annual,partner_api_order
3948,2025-10-10,S04330,NEW,7,annual,partner_api_order
3949,2025-10-10,S01892,CANCEL,0,,partner_api_order
3950,2025-10-10,S02027,ADD,9,,partner_api_order
3951,2025-10-10,S02147,REDUCE,7,,partner_api_order
3952,2025-10-10,S03504,ADD,6,,partner_api_order
3953,2025-10-11,S00314,NEW,3,annual,partner_api_order
3954,2025-10-11,S01766,NEW,8,annual,partner_api_order
3955,2025-10-11,S03693,NEW,17,monthly,partner_api_order
3956,2025-10-11,S01062,REDUCE,9,,partner_api_order
3957,2025-10-11,S01164,ADD,4,,partner_api_order
3958,2025-10-11,S01716,ADD,30,,partner_api_order
3959,2025-10-11,S02231,ADD,7,,partner_api_order
3960,2025-10-11,S02629,ADD,34,,partner_api_order
3961,2025-10-11,S03334,REDUCE,16,,partner_api_order
3962,2025-10-11,S04068,CANCEL,0,,partner_api_order
3963,2025-10-12,S00780,NEW,8,annual,partner_api_order
3964,2025-10-12,S01812,NEW,3,monthly,partner_api_order
3965,2025-10-12,S02484,NEW,6,annual,partner_api_order
3966,2025-10-12,S03091,NEW,8,annual,partner_api_order
3967,2025-10-12,S90201,ADD,12,,partner_api_order
3968,2025-10-12,S00719,REDUCE,2,,partner_api_order
3969,2025-10-12,S01432,ADD,4,,partner_api_order
3970,2025-10-12,S02831,REDUCE,0,,partner_api_order
3971,2025-10-12,S03006,ADD,25,,partner_api_order
3972,2025-10-12,S03273,REDUCE,4,,partner_api_order
3973,2025-10-13,S01503,NEW,4,annual,partner_api_order
3974,2025-10-13,S02432,NEW,20,monthly,partner_api_order
3975,2025-10-13,S02787,NEW,1,monthly,partner_api_order
3976,2025-10-13,S02998,NEW,2,monthly,partner_api_order
3977,2025-10-13,S03618,NEW,2,annual,partner_api_order
3978,2025-10-13,S03659,NEW,19,monthly,partner_api_order
3979,2025-10-13,S01701,REDUCE,189,,contract_record
3980,2025-10-13,S02236,REDUCE,7,,partner_api_order
3981,2025-10-14,S00306,NEW,3,annual,partner_api_order
3982,2025-10-14,S00918,NEW,9,annual,partner_api_order
3983,2025-10-14,S01311,NEW,5,monthly,partner_api_order
3984,2025-10-14,S01496,NEW,20,annual,partner_api_order
3985,2025-10-14,S02097,NEW,5,monthly,partner_api_order
3986,2025-10-14,S02189,NEW,7,annual,partner_api_order
3987,2025-10-14,S02305,NEW,26,annual,partner_api_order
3988,2025-10-14,S02347,NEW,6,monthly,partner_api_order
3989,2025-10-14,S02600,NEW,6,monthly,partner_api_order
3990,2025-10-14,S03501,NEW,3,monthly,partner_api_order
3991,2025-10-14,S03602,NEW,26,annual,partner_api_order
3992,2025-10-14,S00828,ADD,120,,partner_api_order
3993,2025-10-14,S02029,ADD,29,,partner_api_order
3994,2025-10-14,S02946,REDUCE,6,,partner_api_order
3995,2025-10-14,S03340,ADD,14,,partner_api_order
3996,2025-10-15,S00066,NEW,17,monthly,partner_api_order
3997,2025-10-15,S01451,NEW,2,monthly,partner_api_order
3998,2025-10-15,S03525,NEW,8,monthly,partner_api_order
3999,2025-10-15,S03569,NEW,35,annual,partner_api_order
4000,2025-10-15,S03953,NEW,3,monthly,partner_api_order
4001,2025-10-15,S00752,ADD,2,,partner_api_order
4002,2025-10-15,S00958,ADD,5,,partner_api_order
4003,2025-10-15,S01075,ADD,11,,partner_api_order
4004,2025-10-15,S03308,REDUCE,8,,partner_api_order
4005,2025-10-15,S03458,REDUCE,8,,partner_api_order
4006,2025-10-15,S03545,REDUCE,1,,partner_api_order
4007,2025-10-15,S03697,REDUCE,3,,partner_api_order
4008,2025-10-15,S04099,ADD,7,,partner_api_order
4009,2025-10-16,S00403,NEW,3,monthly,partner_api_order
4010,2025-10-16,S01711,NEW,13,monthly,partner_api_order
4011,2025-10-16,S02893,NEW,10,monthly,partner_api_order
4012,2025-10-16,S03533,NEW,10,annual,partner_api_order
4013,2025-10-16,S00020,ADD,9,,partner_api_order
4014,2025-10-16,S01370,ADD,38,,partner_api_order
4015,2025-10-16,S01895,REDUCE,15,,partner_api_order
4016,2025-10-16,S02482,CANCEL,0,,partner_api_order
4017,2025-10-16,S02604,REDUCE,4,,partner_api_order
4018,2025-10-16,S03890,ADD,7,,partner_api_order
4019,2025-10-16,S04342,REDUCE,4,,partner_api_order
4020,2025-10-17,S00426,NEW,8,monthly,partner_api_order
4021,2025-10-17,S00534,NEW,6,annual,partner_api_order
4022,2025-10-17,S00724,NEW,15,monthly,partner_api_order
4023,2025-10-17,S01139,NEW,4,annual,partner_api_order
4024,2025-10-17,S01759,NEW,8,annual,partner_api_order
4025,2025-10-17,S02349,NEW,135,annual,contract_record
4026,2025-10-17,S02726,NEW,3,monthly,partner_api_order
4027,2025-10-17,S04357,NEW,17,monthly,partner_api_order
4028,2025-10-17,S02153,ADD,24,,partner_api_order
4029,2025-10-17,S02888,ADD,33,,partner_api_order
4030,2025-10-17,S03075,REDUCE,3,,partner_api_order
4031,2025-10-17,S03409,REDUCE,3,,partner_api_order
4032,2025-10-17,S03844,ADD,98,,contract_record
4033,2025-10-17,S03874,CANCEL,0,,partner_api_order
4034,2025-10-18,S00410,NEW,36,monthly,partner_api_order
4035,2025-10-18,S00562,NEW,1,monthly,partner_api_order
4036,2025-10-18,S01412,NEW,21,monthly,partner_api_order
4037,2025-10-18,S01476,NEW,4,annual,partner_api_order
4038,2025-10-18,S02454,NEW,56,monthly,partner_api_order
4039,2025-10-18,S02478,NEW,12,annual,partner_api_order
4040,2025-10-18,S01602,ADD,8,,partner_api_order
4041,2025-10-19,S00802,NEW,17,monthly,partner_api_order
4042,2025-10-19,S02227,NEW,22,annual,partner_api_order
4043,2025-10-19,S03439,NEW,8,annual,partner_api_order
4044,2025-10-19,S03916,NEW,37,annual,partner_api_order
4045,2025-10-19,S00717,CANCEL,0,,partner_api_order
4046,2025-10-19,S01412,REDUCE,16,,partner_api_order
4047,2025-10-19,S01464,REDUCE,3,,partner_api_order
4048,2025-10-19,S02329,REDUCE,2,,partner_api_order
4049,2025-10-19,S02367,CANCEL,0,,partner_api_order
4050,2025-10-19,S04262,CANCEL,0,,partner_api_order
4051,2025-10-20,S00082,NEW,7,annual,partner_api_order
4052,2025-10-20,S00226,NEW,12,monthly,partner_api_order
4053,2025-10-20,S00428,NEW,11,monthly,partner_api_order
4054,2025-10-20,S01634,NEW,4,annual,partner_api_order
4055,2025-10-20,S01853,NEW,10,annual,partner_api_order
4056,2025-10-20,S02297,NEW,3,annual,partner_api_order
4057,2025-10-20,S02505,NEW,203,annual,contract_record
4058,2025-10-20,S00027,ADD,8,,partner_api_order
4059,2025-10-20,S01186,REDUCE,10,,partner_api_order
4060,2025-10-20,S01210,CANCEL,0,,partner_api_order
4061,2025-10-20,S02313,ADD,8,,partner_api_order
4062,2025-10-20,S02525,ADD,26,,partner_api_order
4063,2025-10-20,S02613,REDUCE,5,,partner_api_order
4064,2025-10-20,S03103,ADD,6,,partner_api_order
4065,2025-10-21,S00215,NEW,13,monthly,partner_api_order
4066,2025-10-21,S01640,NEW,3,annual,partner_api_order
4067,2025-10-21,S03310,NEW,4,annual,partner_api_order
4068,2025-10-21,S03709,NEW,3,annual,partner_api_order
4069,2025-10-21,S04164,NEW,10,annual,partner_api_order
4070,2025-10-21,S01442,REDUCE,6,,partner_api_order
4071,2025-10-21,S04327,ADD,14,,partner_api_order
4072,2025-10-22,S02918,NEW,5,monthly,partner_api_order
4073,2025-10-22,S03535,NEW,4,monthly,partner_api_order
4074,2025-10-22,S00190,ADD,12,,partner_api_order
4075,2025-10-22,S00519,ADD,45,,partner_api_order
4076,2025-10-22,S01634,ADD,4,,partner_api_order
4077,2025-10-22,S02034,ADD,12,,partner_api_order
4078,2025-10-22,S02381,CANCEL,0,,partner_api_order
4079,2025-10-22,S02515,ADD,5,,partner_api_order
4080,2025-10-22,S02557,REDUCE,7,,partner_api_order
4081,2025-10-23,S02404,NEW,30,annual,partner_api_order
4082,2025-10-23,S02593,NEW,3,annual,partner_api_order
4083,2025-10-23,S00593,ADD,12,,partner_api_order
4084,2025-10-23,S00925,REDUCE,14,,partner_api_order
4085,2025-10-23,S01511,REDUCE,10,,partner_api_order
4086,2025-10-23,S01569,ADD,10,,partner_api_order
4087,2025-10-24,S00094,NEW,6,annual,partner_api_order
4088,2025-10-24,S00363,NEW,13,monthly,partner_api_order
4089,2025-10-24,S00549,NEW,1,annual,partner_api_order
4090,2025-10-24,S01000,NEW,1,annual,partner_api_order
4091,2025-10-24,S01394,NEW,3,annual,partner_api_order
4092,2025-10-24,S01858,NEW,15,monthly,partner_api_order
4093,2025-10-24,S03597,NEW,364,annual,contract_record
4094,2025-10-24,S03976,NEW,3,annual,partner_api_order
4095,2025-10-24,S03994,NEW,3,monthly,partner_api_order
4096,2025-10-24,S00284,ADD,15,,partner_api_order
4097,2025-10-24,S01962,NEW,19,annual,partner_api_order
4098,2025-10-24,S02324,REDUCE,9,,partner_api_order
4099,2025-10-24,S02386,REDUCE,1,,partner_api_order
4100,2025-10-24,S02428,ADD,3,,partner_api_order
4101,2025-10-24,S02552,ADD,2,,partner_api_order
4102,2025-10-25,S00084,NEW,12,monthly,partner_api_order
4103,2025-10-25,S00424,NEW,10,annual,partner_api_order
4104,2025-10-25,S00677,NEW,12,monthly,partner_api_order
4105,2025-10-25,S02251,NEW,8,monthly,partner_api_order
4106,2025-10-25,S02259,NEW,5,annual,partner_api_order
4107,2025-10-25,S03362,NEW,3,annual,partner_api_order
4108,2025-10-25,S03641,NEW,10,monthly,partner_api_order
4109,2025-10-25,S04251,NEW,6,annual,partner_api_order
4110,2025-10-25,S01082,ADD,52,,partner_api_order
4111,2025-10-25,S02377,ADD,1,,partner_api_order
4112,2025-10-25,S03773,REDUCE,10,,partner_api_order
4113,2025-10-26,S00819,NEW,9,annual,partner_api_order
4114,2025-10-26,S01864,NEW,19,annual,partner_api_order
4115,2025-10-26,S02045,NEW,75,annual,contract_record
4116,2025-10-26,S02450,NEW,13,annual,partner_api_order
4117,2025-10-26,S02693,NEW,42,annual,partner_api_order
4118,2025-10-26,S04329,NEW,38,monthly,partner_api_order
4119,2025-10-26,S00898,ADD,25,,partner_api_order
4120,2025-10-26,S02923,ADD,11,,partner_api_order
4121,2025-10-26,S03719,ADD,69,,partner_api_order
4122,2025-10-26,S04175,ADD,19,,partner_api_order
4123,2025-10-27,S00933,NEW,16,annual,partner_api_order
4124,2025-10-27,S02248,NEW,4,annual,partner_api_order
4125,2025-10-27,S02809,NEW,20,annual,partner_api_order
4126,2025-10-27,S00126,ADD,5,,partner_api_order
4127,2025-10-27,S00698,ADD,42,,partner_api_order
4128,2025-10-27,S01048,CANCEL,0,,partner_api_order
4129,2025-10-27,S90075,REDUCE,15,,partner_api_order
4130,2025-10-27,S02586,ADD,8,,partner_api_order
4131,2025-10-28,S00008,NEW,10,annual,partner_api_order
4132,2025-10-28,S00420,NEW,5,monthly,partner_api_order
4133,2025-10-28,S00482,NEW,16,annual,partner_api_order
4134,2025-10-28,S01308,NEW,4,annual,partner_api_order
4135,2025-10-28,S03203,NEW,5,annual,partner_api_order
4136,2025-10-28,S03452,NEW,21,annual,partner_api_order
4137,2025-10-28,S03578,NEW,12,annual,partner_api_order
4138,2025-10-28,S00051,CANCEL,0,,partner_api_order
4139,2025-10-28,S00094,ADD,8,,partner_api_order
4140,2025-10-28,S00336,ADD,129,,contract_record
4141,2025-10-28,S00819,REDUCE,5,,partner_api_order
4142,2025-10-28,S00862,REDUCE,0,,partner_api_order
4143,2025-10-28,S00896,ADD,25,,partner_api_order
4144,2025-10-28,S01160,ADD,3,,partner_api_order
4145,2025-10-28,S01485,ADD,624,,contract_record
4146,2025-10-28,S01584,ADD,5,,partner_api_order
4147,2025-10-28,S02385,CANCEL,0,,partner_api_order
4148,2025-10-28,S04227,ADD,147,,partner_api_order
4149,2025-10-29,S00278,NEW,8,monthly,partner_api_order
4150,2025-10-29,S00905,NEW,15,annual,partner_api_order
4151,2025-10-29,S01080,NEW,4,annual,partner_api_order
4152,2025-10-29,S01340,NEW,7,annual,partner_api_order
4153,2025-10-29,S01531,NEW,13,monthly,partner_api_order
4154,2025-10-29,S01675,NEW,18,annual,partner_api_order
4155,2025-10-29,S01746,NEW,5,monthly,partner_api_order
4156,2025-10-29,S02187,NEW,2,annual,partner_api_order
4157,2025-10-29,S02287,NEW,6,annual,partner_api_order
4158,2025-10-29,S03213,NEW,5,monthly,partner_api_order
4159,2025-10-29,S03623,NEW,4,annual,partner_api_order
4160,2025-10-29,S03108,ADD,11,,partner_api_order
4161,2025-10-29,S03928,ADD,913,,contract_record
4162,2025-10-30,S00392,NEW,2,monthly,partner_api_order
4163,2025-10-30,S00651,NEW,167,monthly,contract_record
4164,2025-10-30,S00814,NEW,7,annual,partner_api_order
4165,2025-10-30,S01324,NEW,124,annual,contract_record
4166,2025-10-30,S02210,NEW,24,annual,partner_api_order
4167,2025-10-30,S03909,NEW,3,annual,partner_api_order
4168,2025-10-30,S00884,ADD,12,,partner_api_order
4169,2025-10-31,S00498,NEW,18,annual,partner_api_order
4170,2025-10-31,S01778,NEW,2,monthly,partner_api_order
4171,2025-10-31,S03183,NEW,26,annual,partner_api_order
4172,2025-10-31,S03406,NEW,12,monthly,partner_api_order
4173,2025-10-31,S03694,NEW,2,annual,partner_api_order
4174,2025-10-31,S04203,NEW,20,annual,partner_api_order
4175,2025-10-31,S04301,NEW,6,annual,partner_api_order
4176,2025-10-31,S02132,ADD,7,,partner_api_order
4177,2025-10-31,S02251,REDUCE,5,,partner_api_order
4178,2025-10-31,S02409,ADD,10,,partner_api_order
4179,2025-10-31,S02420,ADD,13,,partner_api_order
4180,2025-10-31,S03012,NEW,4,annual,partner_api_order
4181,2025-10-31,S03755,ADD,229,,contract_record
4182,2025-11-01,S01300,NEW,24,monthly,partner_api_order
4183,2025-11-01,S04187,NEW,19,monthly,partner_api_order
4184,2025-11-01,S00177,ADD,5,,partner_api_order
4185,2025-11-01,S00726,ADD,33,,partner_api_order
4186,2025-11-01,S01231,REDUCE,4,,partner_api_order
4187,2025-11-01,S01960,ADD,9,,partner_api_order
4188,2025-11-01,S02035,REDUCE,1,,partner_api_order
4189,2025-11-01,S02399,CANCEL,0,,partner_api_order
4190,2025-11-01,S03012,ADD,6,,partner_api_order
4191,2025-11-01,S03258,REDUCE,6,,partner_api_order
4192,2025-11-01,S04111,REDUCE,5,,partner_api_order
4193,2025-11-02,S00223,NEW,24,monthly,partner_api_order
4194,2025-11-02,S00756,NEW,18,monthly,partner_api_order
4195,2025-11-02,S02548,NEW,17,annual,partner_api_order
4196,2025-11-02,S02724,NEW,8,annual,partner_api_order
4197,2025-11-02,S03534,NEW,8,annual,partner_api_order
4198,2025-11-02,S03756,NEW,79,annual,contract_record
4199,2025-11-02,S03797,NEW,5,annual,partner_api_order
4200,2025-11-02,S00995,CANCEL,0,,partner_api_order
4201,2025-11-02,S01211,CANCEL,0,,partner_api_order
4202,2025-11-02,S01444,CANCEL,0,,partner_api_order
4203,2025-11-02,S01633,REDUCE,43,,partner_api_order
4204,2025-11-02,S02715,ADD,24,,partner_api_order
4205,2025-11-02,S03865,CANCEL,0,,partner_api_order
4206,2025-11-02,S03936,ADD,18,,partner_api_order
4207,2025-11-02,S90817,REDUCE,4,,partner_api_order
4208,2025-11-03,S01086,NEW,8,annual,partner_api_order
4209,2025-11-03,S01218,NEW,3,annual,partner_api_order
4210,2025-11-03,S01979,NEW,15,annual,partner_api_order
4211,2025-11-03,S04202,NEW,3,monthly,partner_api_order
4212,2025-11-03,S04271,NEW,10,annual,partner_api_order
4213,2025-11-03,S00383,ADD,193,,contract_record
4214,2025-11-03,S02409,CANCEL,0,,partner_api_order
4215,2025-11-03,S03608,CANCEL,0,,partner_api_order
4216,2025-11-03,S04358,CANCEL,0,,partner_api_order
4217,2025-11-04,S00300,NEW,10,annual,partner_api_order
4218,2025-11-04,S00850,NEW,6,annual,partner_api_order
4219,2025-11-04,S01093,NEW,2,annual,partner_api_order
4220,2025-11-04,S01435,NEW,2,monthly,partner_api_order
4221,2025-11-04,S01822,NEW,4,monthly,partner_api_order
4222,2025-11-04,S03067,NEW,119,annual,contract_record
4223,2025-11-04,S04015,NEW,6,annual,partner_api_order
4224,2025-11-04,S01254,REDUCE,6,,partner_api_order
4225,2025-11-04,S02045,REDUCE,47,,contract_record
4226,2025-11-04,S02613,ADD,6,,partner_api_order
4227,2025-11-04,S02982,ADD,2,,partner_api_order
4228,2025-11-04,S04281,ADD,24,,partner_api_order
4229,2025-11-05,S00030,NEW,9,annual,partner_api_order
4230,2025-11-05,S01197,NEW,8,monthly,partner_api_order
4231,2025-11-05,S01996,NEW,8,monthly,partner_api_order
4232,2025-11-05,S02473,NEW,36,annual,partner_api_order
4233,2025-11-05,S03278,NEW,7,monthly,partner_api_order
4234,2025-11-05,S03316,NEW,358,monthly,contract_record
4235,2025-11-05,S03648,NEW,7,annual,partner_api_order
4236,2025-11-05,S03680,NEW,13,monthly,partner_api_order
4237,2025-11-05,S03704,NEW,3,annual,partner_api_order
4238,2025-11-05,S00084,ADD,12,,partner_api_order
4239,2025-11-05,S00295,REDUCE,5,,partner_api_order
4240,2025-11-05,S00298,ADD,3,,partner_api_order
4241,2025-11-05,S00786,ADD,3,,partner_api_order
4242,2025-11-05,S02586,ADD,11,,partner_api_order
4243,2025-11-05,S03129,ADD,5,,partner_api_order
4244,2025-11-05,S03501,REDUCE,2,,partner_api_order
4245,2025-11-06,S00294,NEW,30,annual,partner_api_order
4246,2025-11-06,S00354,NEW,9,annual,partner_api_order
4247,2025-11-06,S00757,NEW,9,annual,partner_api_order
4248,2025-11-06,S00895,ADD,95,,partner_api_order
4249,2025-11-06,S01225,ADD,2,,partner_api_order
4250,2025-11-06,S01451,ADD,3,,partner_api_order
4251,2025-11-06,S03128,ADD,4,,partner_api_order
4252,2025-11-06,S03366,ADD,14,,partner_api_order
4253,2025-11-06,S03599,REDUCE,2,,partner_api_order
4254,2025-11-06,S03731,ADD,5,,partner_api_order
4255,2025-11-06,S04100,REDUCE,2,,partner_api_order
4256,2025-11-06,S04310,REDUCE,5,,partner_api_order
4257,2025-11-07,S00193,NEW,296,annual,contract_record
4258,2025-11-07,S00975,NEW,10,annual,partner_api_order
4259,2025-11-07,S01395,NEW,1,annual,partner_api_order
4260,2025-11-07,S01513,NEW,19,monthly,partner_api_order
4261,2025-11-07,S01583,NEW,5,monthly,partner_api_order
4262,2025-11-07,S01879,NEW,16,annual,partner_api_order
4263,2025-11-07,S01905,NEW,3,annual,partner_api_order
4264,2025-11-07,S02373,NEW,53,annual,partner_api_order
4265,2025-11-07,S03234,NEW,6,annual,partner_api_order
4266,2025-11-07,S04228,NEW,4,monthly,partner_api_order
4267,2025-11-07,S02263,ADD,2,,partner_api_order
4268,2025-11-08,S00311,NEW,2,monthly,partner_api_order
4269,2025-11-08,S00458,NEW,3,monthly,partner_api_order
4270,2025-11-08,S01741,NEW,49,monthly,partner_api_order
4271,2025-11-08,S02437,NEW,71,annual,partner_api_order
4272,2025-11-08,S03630,NEW,3,monthly,partner_api_order
4273,2025-11-08,S03901,NEW,3,annual,partner_api_order
4274,2025-11-08,S00124,CANCEL,0,,partner_api_order
4275,2025-11-08,S03575,ADD,4,,partner_api_order
4276,2025-11-08,S03607,ADD,20,,partner_api_order
4277,2025-11-08,S03648,ADD,11,,partner_api_order
4278,2025-11-09,S02555,NEW,5,annual,partner_api_order
4279,2025-11-09,S02689,NEW,2,annual,partner_api_order
4280,2025-11-09,S02752,NEW,22,annual,partner_api_order
4281,2025-11-09,S03390,NEW,13,annual,partner_api_order
4282,2025-11-09,S04141,NEW,5,monthly,partner_api_order
4283,2025-11-09,S00564,ADD,92,,partner_api_order
4284,2025-11-09,S01516,CANCEL,0,,partner_api_order
4285,2025-11-09,S01721,ADD,13,,partner_api_order
4286,2025-11-09,S01837,REDUCE,7,,partner_api_order
4287,2025-11-09,S02343,REDUCE,24,,partner_api_order
4288,2025-11-09,S02953,CANCEL,0,,partner_api_order
4289,2025-11-09,S04386,ADD,23,,partner_api_order
4290,2025-11-10,S00419,NEW,15,annual,partner_api_order
4291,2025-11-10,S03073,NEW,189,annual,contract_record
4292,2025-11-10,S03375,NEW,6,annual,partner_api_order
4293,2025-11-10,S00770,CANCEL,0,,partner_api_order
4294,2025-11-10,S90335,ADD,10,,partner_api_order
4295,2025-11-10,S02272,ADD,5,,partner_api_order
4296,2025-11-11,S00021,NEW,3,annual,partner_api_order
4297,2025-11-11,S00112,NEW,3,annual,partner_api_order
4298,2025-11-11,S00455,NEW,6,annual,partner_api_order
4299,2025-11-11,S01074,NEW,18,annual,partner_api_order
4300,2025-11-11,S01173,NEW,36,monthly,partner_api_order
4301,2025-11-11,S01385,NEW,7,annual,partner_api_order
4302,2025-11-11,S02523,NEW,18,monthly,partner_api_order
4303,2025-11-11,S00914,REDUCE,4,,partner_api_order
4304,2025-11-11,S02681,CANCEL,0,,contract_record
4305,2025-11-11,S03217,REDUCE,5,,partner_api_order
4306,2025-11-11,S04057,REDUCE,22,,partner_api_order
4307,2025-11-11,S04092,REDUCE,7,,partner_api_order
4308,2025-11-12,S01704,NEW,5,annual,partner_api_order
4309,2025-11-12,S01872,NEW,7,annual,partner_api_order
4310,2025-11-12,S01906,NEW,8,annual,partner_api_order
4311,2025-11-12,S02195,NEW,9,monthly,partner_api_order
4312,2025-11-12,S02903,NEW,10,monthly,partner_api_order
4313,2025-11-12,S00521,ADD,11,,partner_api_order
4314,2025-11-12,S01867,ADD,16,,partner_api_order
4315,2025-11-12,S01915,ADD,5,,partner_api_order
4316,2025-11-12,S02201,REDUCE,25,,partner_api_order
4317,2025-11-12,S03630,ADD,4,,partner_api_order
4318,2025-11-13,S00377,NEW,6,annual,partner_api_order
4319,2025-11-13,S00775,NEW,239,annual,contract_record
4320,2025-11-13,S00874,NEW,4,annual,partner_api_order
4321,2025-11-13,S01114,NEW,3,monthly,partner_api_order
4322,2025-11-13,S02084,NEW,8,annual,partner_api_order
4323,2025-11-13,S02290,NEW,12,annual,partner_api_order
4324,2025-11-13,S02855,NEW,11,monthly,partner_api_order
4325,2025-11-13,S02951,NEW,9,annual,partner_api_order
4326,2025-11-13,S01009,ADD,80,,partner_api_order
4327,2025-11-13,S01794,ADD,3,,partner_api_order
4328,2025-11-13,S02132,ADD,8,,partner_api_order
4329,2025-11-13,S02437,NEW,71,annual,partner_api_order
4330,2025-11-13,S03761,REDUCE,6,,partner_api_order
4331,2025-11-14,S00133,NEW,11,annual,partner_api_order
4332,2025-11-14,S01650,NEW,21,annual,partner_api_order
4333,2025-11-14,S02628,NEW,1,annual,partner_api_order
