subscription_key,customer_key,partner_id,channel,term_type,opened_date,register_quantity,register_status,register_status_date,register_as_of_date
S02302,C02099,P3,partner,monthly,2026-05-16,5,active,2026-05-16,2026-06-30
S02303,C02100,P1,partner,annual,2026-03-14,4,active,2026-03-14,2026-06-30
S02304,C02100,P1,partner,annual,2026-04-13,26,active,2026-04-13,2026-06-30
S02305,C02101,P2,partner,annual,2025-10-14,0,cancelled,2026-06-07,2026-06-30
S02306,C02102,P3,partner,monthly,2025-07-29,11,active,2025-07-29,2026-06-30
S02307,C02103,P2,partner,monthly,2025-04-14,0,cancelled,2026-02-24,2026-06-30
S02308,C02104,P3,partner,annual,2026-04-21,20,active,2026-04-21,2026-06-30
S02309,C02104,P3,partner,annual,2026-06-22,13,active,2026-06-22,2026-06-30
S02310,C02105,P2,partner,annual,2024-09-28,8,active,2024-09-28,2026-06-30
S02311,C02105,P2,partner,annual,2026-02-07,27,active,2026-02-07,2026-06-30
S02312,C02106,P3,partner,annual,2026-03-30,6,active,2026-03-30,2026-06-30
S02313,C02107,P1,partner,monthly,2024-11-19,8,active,2024-11-19,2026-06-30
S02314,C02108,P1,partner,monthly,2026-01-06,0,cancelled,2026-01-08,2026-06-30
S02315,C02109,P3,partner,annual,2024-07-03,8,active,2024-07-03,2026-06-30
S02316,C02110,P2,partner,annual,2025-03-08,9,active,2025-03-08,2026-06-30
S02317,C02111,P1,partner,annual,2026-05-28,8,active,2026-05-28,2026-06-30
S02318,C02111,P1,partner,annual,2026-06-30,7,active,2026-06-30,2026-06-30
S02319,C02112,P1,partner,monthly,2026-06-18,3,active,2026-06-18,2026-06-30
S02320,C02113,P2,partner,annual,2024-11-14,6,active,2024-11-14,2026-06-30
S02321,C02114,P3,partner,monthly,2024-12-26,51,active,2024-12-26,2026-06-30
S02322,C02115,P1,partner,monthly,2025-07-04,0,cancelled,2025-09-09,2026-06-30
S02323,C02115,P1,partner,monthly,2025-11-28,0,cancelled,2026-06-23,2026-06-30
S02324,C02116,P2,partner,annual,2025-09-10,9,active,2025-09-10,2026-06-30
S02325,C02117,P2,partner,monthly,2026-02-10,26,active,2026-02-10,2026-06-30
S02326,C02118,P1,partner,monthly,2026-01-22,17,active,2026-01-22,2026-06-30
S02327,C02119,P1,partner,monthly,2025-06-24,3,active,2025-06-24,2026-06-30
S02328,C02120,P3,partner,annual,2025-09-14,2,active,2025-09-14,2026-06-30
S02329,C02121,P3,partner,annual,2025-04-23,3,active,2025-04-23,2026-06-30
S02330,C02122,P2,partner,annual,2025-03-28,1,active,2025-03-28,2026-06-30
S02331,C02123,P3,partner,annual,2025-11-30,67,active,2025-11-30,2026-06-30
S02332,C02124,P2,partner,annual,2025-01-11,13,active,2025-01-11,2026-06-30
S02333,C02125,P3,partner,monthly,2026-01-02,7,active,2026-01-02,2026-06-30
S02334,C02126,P2,partner,annual,2025-06-06,4,active,2025-06-06,2026-06-30
S02335,C02127,P3,partner,annual,2026-04-05,14,active,2026-04-05,2026-06-30
S02336,C02128,P1,partner,monthly,2026-03-11,1,active,2026-03-11,2026-06-30
S02337,C02129,P3,partner,annual,2025-12-09,3,active,2025-12-09,2026-06-30
S02338,C02130,P3,partner,annual,2025-08-14,7,active,2025-08-14,2026-06-30
S02339,C02131,P1,partner,annual,2025-02-12,12,active,2025-02-12,2026-06-30
S02340,C02132,P1,partner,annual,2026-03-03,6,active,2026-03-03,2026-06-30
S02341,C02133,P3,partner,monthly,2025-03-21,8,active,2025-03-21,2026-06-30
S02342,C02134,P1,partner,monthly,2026-02-20,12,active,2026-02-20,2026-06-30
S02343,C02135,P1,partner,monthly,2024-09-15,35,active,2024-09-15,2026-06-30
S02344,C02136,P3,partner,monthly,2024-08-23,0,cancelled,2026-03-27,2026-06-30
S02345,C02137,P2,partner,annual,2025-02-25,9,active,2025-02-25,2026-06-30
S02346,C02138,P1,partner,annual,2026-01-20,2,active,2026-01-20,2026-06-30
S02347,C02139,P1,partner,monthly,2025-10-14,6,active,2025-10-14,2026-06-30
S02348,C02140,P1,partner,monthly,2024-08-21,7,active,2024-08-21,2026-06-30
S02349,C02141,DIRECT,direct,annual,2025-10-17,135,active,2025-10-17,2026-06-30
S02350,C02142,P1,partner,annual,2025-09-18,0,cancelled,2025-11-16,2026-06-30
S02351,C02143,P1,partner,monthly,2024-07-27,18,active,2024-07-27,2026-06-30
S02352,C02144,P1,partner,annual,2024-07-06,0,cancelled,2024-12-19,2026-06-30
S02353,C02145,P2,partner,annual,2025-04-10,0,cancelled,2026-02-19,2026-06-30
S02354,C02146,P1,partner,monthly,2025-07-05,0,cancelled,2025-07-13,2026-06-30
S02355,C02147,P1,partner,annual,2025-04-11,7,active,2025-04-11,2026-06-30
S02356,C02148,P1,partner,annual,2025-04-03,14,active,2025-04-03,2026-06-30
S02357,C02149,P1,partner,monthly,2025-06-15,11,active,2025-06-15,2026-06-30
S02358,C02150,P2,partner,annual,2025-12-05,6,active,2025-12-05,2026-06-30
S02359,C02151,P1,partner,annual,2024-11-08,38,active,2024-11-08,2026-06-30
S02360,C02152,P1,partner,monthly,2024-11-04,1,active,2024-11-04,2026-06-30
S02361,C02153,P1,partner,annual,2025-07-14,1,active,2025-07-14,2026-06-30
S02362,C02154,DIRECT,direct,monthly,2025-04-17,1017,active,2025-04-17,2026-06-30
S02363,C02155,P3,partner,monthly,2025-02-19,10,active,2025-02-19,2026-06-30
S02364,C02156,P2,partner,monthly,2026-06-10,7,active,2026-06-10,2026-06-30
S02365,C02157,P1,partner,annual,2026-04-01,6,active,2026-04-01,2026-06-30
S02366,C02158,P1,partner,annual,2025-01-14,0,cancelled,2025-01-24,2026-06-30
S02367,C02159,P1,partner,monthly,2024-11-01,0,cancelled,2025-10-19,2026-06-30
S02368,C02160,DIRECT,direct,monthly,2026-01-28,177,active,2026-01-28,2026-06-30
S02369,C02161,P2,partner,annual,2024-08-26,17,active,2024-08-26,2026-06-30
S02370,C02162,P1,partner,annual,2024-09-22,6,active,2024-09-22,2026-06-30
S02371,C02163,P1,partner,monthly,2025-09-04,24,active,2025-09-04,2026-06-30
S02372,C02164,P1,partner,annual,2024-12-19,13,active,2024-12-19,2026-06-30
S02373,C02165,P1,partner,annual,2025-11-07,53,active,2025-11-07,2026-06-30
S02374,C02166,P3,partner,monthly,2026-06-09,3,active,2026-06-09,2026-06-30
S02375,C02167,P1,partner,annual,2025-02-26,1,active,2025-02-26,2026-06-30
S02376,C02168,P2,partner,annual,2024-09-01,4,active,2024-09-01,2026-06-30
S02377,C02169,P1,partner,monthly,2024-07-30,1,active,2024-07-30,2026-06-30
S02378,C02170,P2,partner,monthly,2025-09-11,3,active,2025-09-11,2026-06-30
S02379,C02171,P1,partner,monthly,2024-12-05,0,cancelled,2024-12-25,2026-06-30
S02380,C02172,P1,partner,annual,2025-05-31,2,active,2025-05-31,2026-06-30
S02381,C02173,P1,partner,annual,2024-10-13,0,cancelled,2025-10-22,2026-06-30
S02382,C02174,P3,partner,annual,2026-04-07,26,active,2026-04-07,2026-06-30
S02383,C02175,P1,partner,annual,2025-05-22,3,active,2025-05-22,2026-06-30
S02384,C02176,P1,partner,monthly,2025-05-21,30,active,2025-05-21,2026-06-30
S02385,C02177,P1,partner,monthly,2024-09-24,0,cancelled,2025-10-28,2026-06-30
S02386,C02178,P1,partner,annual,2024-12-28,1,active,2024-12-28,2026-06-30
S02387,C02179,P1,partner,annual,2024-09-01,0,cancelled,2024-12-03,2026-06-30
S02388,C02180,P1,partner,monthly,2025-09-07,0,cancelled,2025-12-09,2026-06-30
S02389,C02181,P3,partner,annual,2024-08-22,8,active,2024-08-22,2026-06-30
S02390,C02181,P3,partner,annual,2026-05-06,4,active,2026-05-06,2026-06-30
S02391,C02182,P1,partner,annual,2025-07-02,2,active,2025-07-02,2026-06-30
S02392,C02182,P1,partner,annual,2026-04-10,8,active,2026-04-10,2026-06-30
S02393,C02183,DIRECT,direct,monthly,2024-09-13,1970,active,2024-09-13,2026-06-30
S02394,C02184,DIRECT,direct,annual,2025-05-16,0,cancelled,2025-12-19,2026-06-30
S02395,C02185,P1,partner,monthly,2026-06-21,6,active,2026-06-21,2026-06-30
S02396,C02186,P3,partner,annual,2025-11-21,7,active,2025-11-21,2026-06-30
S02397,C02187,P1,partner,annual,2025-03-22,17,active,2025-03-22,2026-06-30
S02398,C02188,P1,partner,annual,2026-04-27,32,active,2026-04-27,2026-06-30
S02399,C02189,P1,partner,annual,2024-12-19,0,cancelled,2025-11-01,2026-06-30
S02400,C02190,P2,partner,monthly,2025-05-17,9,active,2025-05-17,2026-06-30
S02401,C02191,P1,partner,monthly,2025-09-13,1,active,2025-09-13,2026-06-30
S02402,C02192,DIRECT,direct,annual,2025-11-21,0,cancelled,2026-01-16,2026-06-30
S02403,C02193,P2,partner,annual,2026-03-03,5,active,2026-03-03,2026-06-30
S02404,C02194,P3,partner,annual,2025-10-23,21,active,2025-10-23,2026-06-30
S02405,C02195,P3,partner,monthly,2025-01-01,3,active,2025-01-01,2026-06-30
S02406,C02196,P2,partner,annual,2025-06-18,0,cancelled,2025-07-10,2026-06-30
S02407,C02197,P1,partner,monthly,2026-01-21,8,active,2026-01-21,2026-06-30
S02408,C02197,P1,partner,annual,2026-03-30,26,active,2026-03-30,2026-06-30
S02409,C02198,P1,partner,monthly,2024-10-26,0,cancelled,2025-11-03,2026-06-30
S02410,C02199,P1,partner,annual,2025-08-24,4,active,2025-08-24,2026-06-30
S02411,C02200,P2,partner,monthly,2024-11-21,6,active,2024-11-21,2026-06-30
S02412,C02201,P1,partner,annual,2024-11-09,3,active,2024-11-09,2026-06-30
S02413,C02202,P1,partner,annual,2024-11-07,9,active,2024-11-07,2026-06-30
S02414,C02203,P1,partner,annual,2025-02-28,14,active,2025-02-28,2026-06-30
S02415,C02203,P1,partner,monthly,2026-06-01,34,active,2026-06-01,2026-06-30
S02416,C02204,P1,partner,monthly,2024-10-07,10,active,2024-10-07,2026-06-30
S02417,C02205,P3,partner,annual,2026-02-13,1,active,2026-02-13,2026-06-30
S02418,C02205,P3,partner,annual,2026-05-21,13,active,2026-05-21,2026-06-30
S02419,C02206,P1,partner,annual,2026-04-21,6,active,2026-04-21,2026-06-30
S02420,C02207,P1,partner,monthly,2025-05-02,13,active,2025-05-02,2026-06-30
S02421,C02208,P3,partner,annual,2026-02-10,11,active,2026-02-10,2026-06-30
S02422,C02209,P1,partner,monthly,2025-08-24,20,active,2025-08-24,2026-06-30
S02423,C02210,DIRECT,direct,annual,2025-06-19,168,active,2025-06-19,2026-06-30
S02424,C02211,P1,partner,monthly,2025-03-06,3,active,2025-03-06,2026-06-30
S02425,C02212,DIRECT,direct,annual,2026-03-19,64,active,2026-03-19,2026-06-30
S02426,C02213,P1,partner,annual,2025-02-27,10,active,2025-02-27,2026-06-30
S02427,C02214,P1,partner,annual,2024-12-20,0,cancelled,2025-09-27,2026-06-30
S02428,C02215,P1,partner,annual,2025-09-01,2,active,2025-09-01,2026-06-30
S02429,C02216,P1,partner,annual,2025-09-22,6,active,2025-09-22,2026-06-30
S02430,C02216,P1,partner,annual,2026-01-18,4,active,2026-01-18,2026-06-30
S02431,C02217,P2,partner,monthly,2026-01-19,4,active,2026-01-19,2026-06-30
S02432,C02218,P2,partner,monthly,2025-10-13,31,active,2025-10-13,2026-06-30
S02433,C02219,P1,partner,monthly,2026-03-25,2,active,2026-03-25,2026-06-30
S02434,C02220,P1,partner,annual,2026-02-08,7,active,2026-02-08,2026-06-30
S02435,C02221,P1,partner,annual,2025-09-08,25,active,2025-09-08,2026-06-30
S02436,C02222,DIRECT,direct,annual,2025-09-14,81,active,2025-09-14,2026-06-30
S02437,C02223,P1,partner,annual,2025-11-08,71,active,2025-11-08,2026-06-30
S02438,C02224,P1,partner,annual,2026-04-21,6,active,2026-04-21,2026-06-30
S02439,C02225,P2,partner,annual,2025-12-11,2,active,2025-12-11,2026-06-30
S02440,C02226,P2,partner,monthly,2025-02-18,0,cancelled,2025-05-18,2026-06-30
S02441,C02227,P1,partner,monthly,2025-09-24,3,active,2025-09-24,2026-06-30
S02442,C02228,P3,partner,annual,2025-09-23,15,active,2025-09-23,2026-06-30
S02443,C02229,P1,partner,monthly,2024-11-07,1,active,2024-11-07,2026-06-30
S02444,C02229,P1,partner,annual,2025-11-26,6,active,2025-11-26,2026-06-30
S02445,C02230,P1,partner,monthly,2025-04-25,77,active,2025-04-25,2026-06-30
S02446,C02231,P1,partner,annual,2025-12-07,9,active,2025-12-07,2026-06-30
S02447,C02232,P1,partner,monthly,2025-11-26,20,active,2025-11-26,2026-06-30
S02448,C02232,P1,partner,monthly,2026-01-17,4,active,2026-01-17,2026-06-30
S02449,C02233,DIRECT,direct,annual,2025-07-28,183,active,2025-07-28,2026-06-30
S02450,C02234,P1,partner,annual,2025-10-26,13,active,2025-10-26,2026-06-30
S02451,C02235,P1,partner,monthly,2026-06-28,3,active,2026-06-28,2026-06-30
S02452,C02236,P1,partner,annual,2026-06-25,8,active,2026-06-25,2026-06-30
S02453,C02237,P2,partner,monthly,2024-11-15,5,active,2024-11-15,2026-06-30
S02454,C02237,P2,partner,monthly,2025-10-18,56,active,2025-10-18,2026-06-30
S02455,C02238,P2,partner,annual,2024-11-23,3,active,2024-11-23,2026-06-30
S02456,C02239,P1,partner,annual,2026-01-25,9,active,2026-01-25,2026-06-30
S02457,C02240,P3,partner,monthly,2024-09-22,4,active,2024-09-22,2026-06-30
S02458,C02241,P1,partner,monthly,2024-09-15,2,active,2024-09-15,2026-06-30
S02459,C02242,P2,partner,monthly,2026-02-05,44,active,2026-02-05,2026-06-30
S02460,C02243,P1,partner,annual,2026-02-01,15,active,2026-02-01,2026-06-30
S02461,C02244,P2,partner,annual,2026-03-25,12,active,2026-03-25,2026-06-30
S02462,C02245,P3,partner,monthly,2026-03-16,7,active,2026-03-16,2026-06-30
S02463,C02246,P1,partner,annual,2024-09-27,11,active,2024-09-27,2026-06-30
S02464,C02247,P2,partner,annual,2025-09-02,3,active,2025-09-02,2026-06-30
S02465,C02248,P1,partner,annual,2026-01-15,2,active,2026-01-15,2026-06-30
S02466,C02249,P1,partner,annual,2024-10-25,2,active,2024-10-25,2026-06-30
S02467,C02250,P1,partner,annual,2025-05-02,4,active,2025-05-02,2026-06-30
S02468,C02251,P1,partner,annual,2025-04-30,8,active,2025-04-30,2026-06-30
S02469,C02252,P3,partner,annual,2024-07-04,0,cancelled,2024-07-26,2026-06-30
S02470,C02253,P3,partner,annual,2025-01-05,7,active,2025-01-05,2026-06-30
S02471,C02254,P3,partner,monthly,2026-06-08,5,active,2026-06-08,2026-06-30
S02472,C02255,P3,partner,annual,2025-08-26,80,active,2025-08-26,2026-06-30
S02473,C02256,P2,partner,annual,2025-11-05,36,active,2025-11-05,2026-06-30
S02474,C02257,P1,partner,monthly,2026-03-04,8,active,2026-03-04,2026-06-30
S02475,C02258,P2,partner,annual,2025-01-05,0,cancelled,2025-03-31,2026-06-30
S02476,C02259,P2,partner,annual,2025-03-01,6,active,2025-03-01,2026-06-30
S02477,C02260,DIRECT,direct,monthly,2025-09-11,219,active,2025-09-11,2026-06-30
S02478,C02261,P1,partner,annual,2025-10-18,6,active,2025-10-18,2026-06-30
S02479,C02262,P3,partner,annual,2025-12-28,20,active,2025-12-28,2026-06-30
S02480,C02263,P1,partner,monthly,2026-01-04,7,active,2026-01-04,2026-06-30
S02481,C02264,P2,partner,monthly,2024-10-11,0,cancelled,2026-01-20,2026-06-30
S02482,C02265,P1,partner,annual,2025-06-06,0,cancelled,2025-10-16,2026-06-30
S02483,C02266,P3,partner,annual,2024-07-18,22,active,2024-07-18,2026-06-30
S02484,C02267,P1,partner,annual,2025-10-12,6,active,2025-10-12,2026-06-30
S02485,C02268,P3,partner,monthly,2025-06-20,11,active,2025-06-20,2026-06-30
S02486,C02269,P1,partner,annual,2025-08-16,2,active,2025-08-16,2026-06-30
S02487,C02270,P3,partner,annual,2025-08-06,8,active,2025-08-06,2026-06-30
S02488,C02271,P1,partner,annual,2025-01-12,5,active,2025-01-12,2026-06-30
S02489,C02271,P1,partner,annual,2026-01-07,3,active,2026-01-07,2026-06-30
S02490,C02272,P3,partner,annual,2025-07-11,7,active,2025-07-11,2026-06-30
S02491,C02273,P1,partner,annual,2024-09-12,5,active,2024-09-12,2026-06-30
S02492,C02274,P2,partner,monthly,2024-10-10,3,active,2024-10-10,2026-06-30
S02493,C02275,P3,partner,monthly,2025-06-07,2,active,2025-06-07,2026-06-30
S02494,C02276,P1,partner,annual,2025-01-18,2,active,2025-01-18,2026-06-30
S02495,C02277,P2,partner,annual,2026-01-29,4,active,2026-01-29,2026-06-30
S02496,C02278,P3,partner,annual,2025-11-21,22,active,2025-11-21,2026-06-30
S02497,C02278,P3,partner,annual,2026-04-07,3,active,2026-04-07,2026-06-30
S02498,C02279,P2,partner,monthly,2024-12-18,12,active,2024-12-18,2026-06-30
S02499,C02280,P2,partner,monthly,2026-03-15,2,active,2026-03-15,2026-06-30
S02500,C02281,P2,partner,annual,2026-06-13,3,active,2026-06-13,2026-06-30
S02501,C02282,P2,partner,annual,2026-06-16,5,active,2026-06-16,2026-06-30
S02502,C02283,DIRECT,direct,monthly,2024-12-12,281,active,2024-12-12,2026-06-30
S02503,C02283,DIRECT,direct,annual,2025-04-13,171,active,2025-04-13,2026-06-30
S02504,C02284,P1,partner,annual,2024-09-25,24,active,2024-09-25,2026-06-30
S02505,C02285,DIRECT,direct,annual,2025-10-20,203,active,2025-10-20,2026-06-30
S02506,C02286,P3,partner,monthly,2026-02-24,4,active,2026-02-24,2026-06-30
S02507,C02287,P1,partner,annual,2026-03-01,2,active,2026-03-01,2026-06-30
S02508,C02288,DIRECT,direct,monthly,2024-11-08,705,active,2024-11-08,2026-06-30
S02509,C02289,P2,partner,monthly,2025-10-01,16,active,2025-10-01,2026-06-30
S02510,C02290,P2,partner,annual,2025-04-30,0,cancelled,2026-04-28,2026-06-30
S02511,C02291,P1,partner,monthly,2025-07-02,3,active,2025-07-02,2026-06-30
S02512,C02292,P1,partner,annual,2024-12-20,2,active,2024-12-20,2026-06-30
S02513,C02293,P2,partner,annual,2024-10-18,5,active,2024-10-18,2026-06-30
S02514,C02294,P3,partner,annual,2025-08-29,19,active,2025-08-29,2026-06-30
S02515,C02295,P2,partner,monthly,2024-11-23,5,active,2024-11-23,2026-06-30
S02516,C02296,P2,partner,annual,2025-08-23,9,active,2025-08-23,2026-06-30
S02517,C02297,P3,partner,monthly,2024-07-10,5,active,2024-07-10,2026-06-30
S02518,C02298,P1,partner,annual,2024-12-03,15,active,2024-12-03,2026-06-30
S02519,C02298,P1,partner,annual,2025-12-20,34,active,2025-12-20,2026-06-30
S02520,C02299,P2,partner,annual,2024-08-26,20,active,2024-08-26,2026-06-30
S02521,C02300,P1,partner,annual,2025-09-19,14,active,2025-09-19,2026-06-30
S02522,C02300,P1,partner,annual,2026-01-13,3,active,2026-01-13,2026-06-30
S02523,C02301,P1,partner,monthly,2025-11-11,26,active,2025-11-11,2026-06-30
S02524,C02302,P2,partner,monthly,2026-03-07,4,active,2026-03-07,2026-06-30
S02525,C02303,P3,partner,monthly,2025-08-30,41,active,2025-08-30,2026-06-30
S02526,C02303,P3,partner,annual,2026-01-12,3,active,2026-01-12,2026-06-30
S02527,C02304,P2,partner,monthly,2025-01-08,18,active,2025-01-08,2026-06-30
S02528,C02305,P2,partner,monthly,2024-09-17,0,cancelled,2025-05-02,2026-06-30
S02529,C02306,P1,partner,monthly,2025-08-26,8,active,2025-08-26,2026-06-30
S02530,C02307,P1,partner,annual,2026-01-02,3,active,2026-01-02,2026-06-30
S02531,C02308,P2,partner,annual,2025-09-18,3,active,2025-09-18,2026-06-30
S02532,C02309,P1,partner,monthly,2025-06-20,0,cancelled,2025-06-23,2026-06-30
S02533,C02310,P1,partner,annual,2026-05-08,118,active,2026-05-08,2026-06-30
S02534,C02311,P1,partner,monthly,2025-05-10,2,active,2025-05-10,2026-06-30
S02535,C02312,P2,partner,annual,2025-11-16,6,active,2025-11-16,2026-06-30
S02536,C02313,P1,partner,monthly,2025-07-28,8,active,2025-07-28,2026-06-30
S02537,C02314,P3,partner,annual,2026-01-06,4,active,2026-01-06,2026-06-30
S02538,C02315,P1,partner,monthly,2024-09-17,8,active,2024-09-17,2026-06-30
S02539,C02316,P3,partner,annual,2025-04-06,30,active,2025-04-06,2026-06-30
S02540,C02317,P1,partner,monthly,2026-02-23,5,active,2026-02-23,2026-06-30
S02541,C02318,P1,partner,annual,2024-08-12,77,active,2024-08-12,2026-06-30
S02542,C02319,P1,partner,annual,2026-05-06,5,active,2026-05-06,2026-06-30
S02543,C02320,P1,partner,monthly,2025-03-15,34,active,2025-03-15,2026-06-30
S02544,C02321,P1,partner,annual,2025-10-07,1,active,2025-10-07,2026-06-30
S02545,C02322,P3,partner,annual,2026-01-01,2,active,2026-01-01,2026-06-30
S02546,C02323,P3,partner,annual,2025-02-23,2,active,2025-02-23,2026-06-30
S02547,C02324,P3,partner,monthly,2025-11-20,7,active,2025-11-20,2026-06-30
S02548,C02325,P1,partner,annual,2025-11-02,0,cancelled,2025-12-21,2026-06-30
S02549,C02326,P1,partner,annual,2025-04-19,31,active,2025-04-19,2026-06-30
S02550,C02327,P2,partner,annual,2026-01-04,13,active,2026-01-04,2026-06-30
S02551,C02328,P1,partner,monthly,2026-01-04,8,active,2026-01-04,2026-06-30
S02552,C02329,P1,partner,annual,2024-08-27,1,active,2024-08-27,2026-06-30
S02553,C02330,P1,partner,monthly,2025-04-11,11,active,2025-04-11,2026-06-30
S02554,C02331,P3,partner,annual,2026-01-09,22,active,2026-01-09,2026-06-30
S02555,C02332,P2,partner,annual,2025-11-09,5,active,2025-11-09,2026-06-30
S02556,C02333,P2,partner,monthly,2025-02-15,3,active,2025-02-15,2026-06-30
S02557,C02334,P1,partner,annual,2025-08-18,7,active,2025-08-18,2026-06-30
S02558,C02335,P2,partner,annual,2025-04-15,13,active,2025-04-15,2026-06-30
S02559,C02336,P2,partner,annual,2024-09-28,9,active,2024-09-28,2026-06-30
S02560,C02337,P3,partner,annual,2025-11-24,3,active,2025-11-24,2026-06-30
S02561,C02338,P1,partner,annual,2025-04-02,5,active,2025-04-02,2026-06-30
S02562,C02338,P1,partner,annual,2026-04-13,7,active,2026-04-13,2026-06-30
S02563,C02339,P1,partner,annual,2025-10-04,9,active,2025-10-04,2026-06-30
S02564,C02340,P3,partner,annual,2025-11-16,11,active,2025-11-16,2026-06-30
S02565,C02341,DIRECT,direct,monthly,2024-11-14,36,active,2024-11-14,2026-06-30
S02566,C02342,P1,partner,monthly,2025-01-01,5,active,2025-01-01,2026-06-30
S02567,C02343,P2,partner,annual,2026-06-05,39,active,2026-06-05,2026-06-30
S02568,C02344,P3,partner,monthly,2026-04-15,4,active,2026-04-15,2026-06-30
S02569,C02345,P1,partner,annual,2025-03-29,4,active,2025-03-29,2026-06-30
S02570,C02346,DIRECT,direct,monthly,2025-10-02,83,active,2025-10-02,2026-06-30
S02571,C02346,DIRECT,direct,annual,2026-04-18,313,active,2026-04-18,2026-06-30
S02572,C02347,P3,partner,monthly,2024-09-21,4,active,2024-09-21,2026-06-30
S02573,C02348,DIRECT,direct,monthly,2024-09-20,145,active,2024-09-20,2026-06-30
S02574,C02349,P3,partner,monthly,2025-11-25,10,active,2025-11-25,2026-06-30
S02575,C02349,P3,partner,monthly,2026-06-22,8,active,2026-06-22,2026-06-30
S02576,C02350,P1,partner,monthly,2026-02-11,1,active,2026-02-11,2026-06-30
S02577,C02351,P1,partner,annual,2026-04-24,22,active,2026-04-24,2026-06-30
S02578,C02352,DIRECT,direct,monthly,2026-05-20,147,active,2026-05-20,2026-06-30
S02579,C02353,P2,partner,monthly,2025-01-16,19,active,2025-01-16,2026-06-30
S02580,C02354,P2,partner,monthly,2025-08-28,0,cancelled,2025-12-16,2026-06-30
S02581,C02355,P1,partner,monthly,2025-03-12,0,cancelled,2026-03-13,2026-06-30
S02582,C02356,P1,partner,monthly,2024-10-08,5,active,2024-10-08,2026-06-30
S02583,C02357,P1,partner,annual,2025-04-04,41,active,2025-04-04,2026-06-30
S02584,C02358,P1,partner,monthly,2026-05-16,0,cancelled,2026-06-26,2026-06-30
S02585,C02358,P1,partner,annual,2026-06-26,3,active,2026-06-26,2026-06-30
S02586,C02359,P2,partner,annual,2025-08-15,11,active,2025-08-15,2026-06-30
S02587,C02360,DIRECT,direct,annual,2025-04-26,0,cancelled,2025-04-28,2026-06-30
S02588,C02361,P1,partner,monthly,2024-10-21,0,cancelled,2025-09-05,2026-06-30
S02589,C02362,P1,partner,annual,2025-10-03,21,active,2025-10-03,2026-06-30
S02590,C02363,P2,partner,monthly,2024-08-30,0,cancelled,2025-03-29,2026-06-30
S02591,C02364,P3,partner,annual,2026-04-01,4,active,2026-04-01,2026-06-30
S02592,C02365,P1,partner,monthly,2025-07-13,0,cancelled,2025-10-06,2026-06-30
S02593,C02366,P1,partner,annual,2025-10-23,3,active,2025-10-23,2026-06-30
S02594,C02367,P1,partner,annual,2025-09-03,0,cancelled,2026-03-23,2026-06-30
S02595,C02368,P1,partner,monthly,2026-05-29,4,active,2026-05-29,2026-06-30
S02596,C02369,P2,partner,annual,2025-04-15,34,active,2025-04-15,2026-06-30
S02597,C02370,P2,partner,annual,2026-04-09,16,active,2026-04-09,2026-06-30
S02598,C02371,P1,partner,annual,2026-03-07,7,active,2026-03-07,2026-06-30
S02599,C02372,P3,partner,monthly,2025-01-02,4,active,2025-01-02,2026-06-30
S02600,C02372,P3,partner,monthly,2025-10-14,9,active,2025-10-14,2026-06-30
S02601,C02373,P2,partner,monthly,2024-12-10,0,cancelled,2025-06-05,2026-06-30
S02602,C02374,P2,partner,monthly,2025-06-25,3,active,2025-06-25,2026-06-30
S02603,C02375,P1,partner,annual,2026-01-20,27,active,2026-01-20,2026-06-30
S02604,C02376,P1,partner,annual,2025-04-11,6,active,2025-04-11,2026-06-30
S02605,C02376,P1,partner,annual,2025-09-09,8,active,2025-09-09,2026-06-30
S02606,C02377,P1,partner,monthly,2026-01-25,6,active,2026-01-25,2026-06-30
S02607,C02378,P1,partner,annual,2025-02-15,0,cancelled,2025-02-23,2026-06-30
S02608,C02379,P2,partner,monthly,2025-08-09,17,active,2025-08-09,2026-06-30
S02609,C02380,P1,partner,monthly,2024-11-26,8,active,2024-11-26,2026-06-30
S02610,C02381,P2,partner,annual,2026-02-10,7,active,2026-02-10,2026-06-30
S02611,C02382,P1,partner,annual,2025-01-07,5,active,2025-01-07,2026-06-30
S02612,C02383,P2,partner,annual,2025-11-22,23,active,2025-11-22,2026-06-30
S02613,C02384,P1,partner,annual,2025-06-19,6,active,2025-06-19,2026-06-30
S02614,C02384,P1,partner,monthly,2026-04-07,26,active,2026-04-07,2026-06-30
S02615,C02385,P1,partner,annual,2026-06-30,63,active,2026-06-30,2026-06-30
S02616,C02386,P1,partner,monthly,2024-11-07,13,active,2024-11-07,2026-06-30
S02617,C02387,P2,partner,annual,2024-10-13,0,cancelled,2025-09-11,2026-06-30
S02618,C02388,P1,partner,monthly,2026-06-02,8,active,2026-06-02,2026-06-30
S02619,C02389,P2,partner,annual,2026-05-02,10,active,2026-05-02,2026-06-30
S02620,C02389,P2,partner,monthly,2026-06-27,22,active,2026-06-27,2026-06-30
S02621,C02390,P1,partner,monthly,2025-06-19,8,active,2025-06-19,2026-06-30
S02622,C02391,DIRECT,direct,monthly,2025-08-01,41,active,2025-08-01,2026-06-30
S02623,C02392,P1,partner,annual,2024-11-23,6,active,2024-11-23,2026-06-30
S02624,C02393,P3,partner,annual,2024-07-23,4,active,2024-07-23,2026-06-30
S02625,C02394,P1,partner,annual,2025-06-03,4,active,2025-06-03,2026-06-30
