transaction_id,subscription_key,term_type,transaction_type,received_date,term_seq,landing_date,days_pending,landed_by_as_of,took_effect_as_scheduled
697,S02237,annual,REDUCE,2024-10-25,1,2025-09-30,340,true,false
2119,S02237,annual,CANCEL,2025-04-16,1,2025-09-30,167,true,true
3726,S02243,monthly,CANCEL,2025-09-20,9,2025-10-10,20,true,true
962,S02244,annual,CANCEL,2024-11-29,1,2025-09-29,304,true,true
5900,S02245,monthly,REDUCE,2026-03-14,19,2026-03-28,14,true,true
6557,S02249,annual,REDUCE,2026-04-30,1,2026-07-31,92,false,false
3817,S02250,monthly,CANCEL,2025-09-28,1,2025-10-27,29,true,true
4177,S02251,monthly,REDUCE,2025-10-31,1,2025-11-25,25,true,true
6105,S02251,monthly,CANCEL,2026-03-29,6,2026-04-25,27,true,true
5774,S02256,monthly,REDUCE,2026-03-05,12,2026-03-27,22,true,true
6314,S02259,annual,REDUCE,2026-04-13,1,2026-10-25,195,false,false
5081,S02261,monthly,REDUCE,2026-01-14,2,2026-02-14,31,true,true
7392,S02266,annual,REDUCE,2026-06-24,2,2027-04-04,284,false,false
546,S02267,monthly,REDUCE,2024-10-01,1,2024-10-27,26,true,true
3528,S02267,monthly,REDUCE,2025-09-01,12,2025-09-27,26,true,true
5872,S02267,monthly,REDUCE,2026-03-12,18,2026-03-27,15,true,true
6915,S02268,annual,REDUCE,2026-05-24,1,2027-05-18,359,false,false
3570,S02270,annual,CANCEL,2025-09-05,1,2026-03-13,189,true,true
6233,S02272,monthly,CANCEL,2026-04-07,8,2026-04-26,19,true,true
91,S02275,monthly,REDUCE,2024-07-18,1,2024-08-13,26,true,true
1239,S02276,annual,CANCEL,2025-01-03,1,2025-08-24,233,true,true
2727,S02278,annual,REDUCE,2025-06-21,1,2026-03-04,256,true,true
3074,S02280,annual,REDUCE,2025-07-22,1,2026-05-17,299,true,false
3529,S02280,annual,CANCEL,2025-09-01,1,2026-05-17,258,true,true
2463,S02283,monthly,REDUCE,2025-05-24,10,2025-06-24,31,true,true
7358,S02287,annual,REDUCE,2026-06-22,1,2026-10-29,129,false,false
5682,S02292,annual,REDUCE,2026-02-27,1,2026-04-07,39,true,true
7124,S02305,annual,CANCEL,2026-06-07,1,2026-10-14,129,false,false
4651,S02306,monthly,REDUCE,2025-12-10,5,2025-12-29,19,true,true
5644,S02307,monthly,CANCEL,2026-02-24,11,2026-03-14,18,true,true
4996,S02314,monthly,CANCEL,2026-01-08,1,2026-02-06,29,true,true
1419,S02315,annual,REDUCE,2025-01-29,1,2025-07-03,155,true,true
1183,S02320,annual,REDUCE,2024-12-26,1,2025-11-14,323,true,true
3613,S02322,monthly,CANCEL,2025-09-09,3,2025-10-04,25,true,true
7376,S02323,monthly,CANCEL,2026-06-23,7,2026-06-28,5,true,true
4098,S02324,annual,REDUCE,2025-10-24,1,2026-09-10,321,false,false
5806,S02327,monthly,REDUCE,2026-03-07,9,2026-03-24,17,true,true
3890,S02328,annual,REDUCE,2025-10-04,1,2026-09-14,345,false,false
4048,S02329,annual,REDUCE,2025-10-19,1,2026-04-23,186,true,true
2850,S02332,annual,REDUCE,2025-06-30,1,2026-01-11,195,true,true
3075,S02334,annual,REDUCE,2025-07-22,1,2026-06-06,319,true,true
4838,S02337,annual,REDUCE,2025-12-25,1,2026-12-09,349,false,false
4287,S02343,monthly,REDUCE,2025-11-09,14,2025-11-15,6,true,true
324,S02344,monthly,REDUCE,2024-08-30,1,2024-09-23,24,true,true
6075,S02344,monthly,CANCEL,2026-03-27,20,2026-04-23,27,true,true
3647,S02345,annual,REDUCE,2025-09-12,1,2026-02-25,166,true,true
6815,S02346,annual,REDUCE,2026-05-17,1,2027-01-20,248,false,false
1805,S02348,monthly,REDUCE,2025-03-15,7,2025-03-21,6,true,true
4365,S02350,annual,CANCEL,2025-11-16,1,2026-09-18,306,false,false
1121,S02352,annual,CANCEL,2024-12-19,1,2025-07-06,199,true,true
5556,S02353,annual,CANCEL,2026-02-19,1,2026-04-10,50,true,true
2996,S02354,monthly,CANCEL,2025-07-13,1,2025-08-05,23,true,true
1068,S02360,monthly,REDUCE,2024-12-12,2,2025-01-04,23,true,true
2441,S02363,monthly,REDUCE,2025-05-22,4,2025-06-19,28,true,true
1381,S02366,annual,CANCEL,2025-01-24,1,2026-01-14,355,true,true
4049,S02367,monthly,CANCEL,2025-10-19,12,2025-11-01,13,true,true
1816,S02375,annual,REDUCE,2025-03-17,1,2026-02-26,346,true,true
6725,S02375,annual,REDUCE,2026-05-11,2,2027-02-26,291,false,false
3614,S02377,monthly,REDUCE,2025-09-09,14,2025-09-28,19,true,true
1176,S02379,monthly,CANCEL,2024-12-25,1,2025-01-05,11,true,true
4078,S02381,annual,CANCEL,2025-10-22,2,2026-10-13,356,false,false
5023,S02383,annual,REDUCE,2026-01-10,1,2026-05-22,132,true,true
4147,S02385,monthly,CANCEL,2025-10-28,14,2025-11-24,27,true,true
4099,S02386,annual,REDUCE,2025-10-24,1,2025-12-28,65,true,true
999,S02387,annual,CANCEL,2024-12-03,1,2025-09-01,272,true,true
4636,S02388,monthly,CANCEL,2025-12-09,4,2026-01-07,29,true,true
869,S02393,monthly,REDUCE,2024-11-18,3,2024-12-13,25,true,true
4760,S02394,annual,CANCEL,2025-12-19,1,2026-05-16,148,true,true
4189,S02399,annual,CANCEL,2025-11-01,1,2025-12-19,48,true,true
5104,S02402,annual,CANCEL,2026-01-16,1,2026-11-21,309,false,false
6438,S02404,annual,REDUCE,2026-04-21,1,2026-10-23,185,false,false
2955,S02406,annual,CANCEL,2025-07-10,1,2026-06-18,343,true,true
3685,S02409,monthly,REDUCE,2025-09-16,11,2025-09-26,10,true,true
4214,S02409,monthly,CANCEL,2025-11-03,13,2025-11-26,23,true,true
1786,S02411,monthly,REDUCE,2025-03-13,4,2025-03-21,8,true,true
3517,S02412,annual,REDUCE,2025-08-31,1,2025-11-09,70,true,true
2299,S02424,monthly,REDUCE,2025-05-05,2,2025-05-06,1,true,true
3805,S02427,annual,CANCEL,2025-09-27,1,2025-12-20,84,true,true
6643,S02428,annual,REDUCE,2026-05-06,1,2026-09-01,118,false,false
5540,S02430,annual,REDUCE,2026-02-18,1,2027-01-18,334,false,false
5421,S02435,annual,REDUCE,2026-02-09,1,2026-09-08,211,false,false
6612,S02436,annual,REDUCE,2026-05-04,1,2026-09-14,133,false,false
2401,S02440,monthly,CANCEL,2025-05-18,4,2025-06-18,31,true,true
3076,S02443,monthly,REDUCE,2025-07-22,9,2025-08-07,16,true,true
6519,S02443,monthly,REDUCE,2026-04-27,18,2026-05-07,10,true,true
4543,S02444,annual,REDUCE,2025-11-30,1,2026-11-26,361,false,false
5572,S02444,annual,ADD,2026-02-20,1,2026-11-26,279,false,false
2627,S02453,monthly,REDUCE,2025-06-09,7,2025-06-15,6,true,true
7138,S02453,monthly,REDUCE,2026-06-08,19,2026-06-15,7,true,true
1358,S02457,monthly,REDUCE,2025-01-20,4,2025-01-22,2,true,true
1106,S02458,monthly,REDUCE,2024-12-18,4,2025-01-15,28,true,true
1854,S02458,monthly,REDUCE,2025-03-21,7,2025-04-15,25,true,true
2700,S02458,monthly,REDUCE,2025-06-18,10,2025-07-15,27,true,true
3237,S02458,monthly,REDUCE,2025-08-06,11,2025-08-15,9,true,true
6466,S02462,monthly,REDUCE,2026-04-23,2,2026-05-16,23,true,true
3060,S02463,annual,REDUCE,2025-07-20,1,2025-09-27,69,true,true
136,S02469,annual,CANCEL,2024-07-26,1,2025-07-04,343,true,true
1958,S02475,annual,CANCEL,2025-03-31,1,2026-01-05,280,true,true
6027,S02478,annual,REDUCE,2026-03-23,1,2026-10-18,209,false,false
1695,S02481,monthly,REDUCE,2025-03-02,5,2025-03-11,9,true,true
5155,S02481,monthly,CANCEL,2026-01-20,16,2026-02-11,22,true,true
4016,S02482,annual,CANCEL,2025-10-16,1,2026-06-06,233,true,true
4415,S02485,monthly,REDUCE,2025-11-20,6,2025-12-20,30,true,true
6981,S02489,annual,REDUCE,2026-05-28,1,2027-01-07,224,false,false
2814,S02494,annual,REDUCE,2025-06-27,1,2026-01-18,205,true,false
3067,S02494,annual,REDUCE,2025-07-21,1,2026-01-18,181,true,true
6845,S02499,monthly,REDUCE,2026-05-19,3,2026-06-15,27,true,true
6537,S02510,annual,CANCEL,2026-04-28,1,2026-04-30,2,true,true
3441,S02516,annual,REDUCE,2025-08-25,1,2026-08-23,363,false,false
6106,S02516,annual,ADD,2026-03-29,1,2026-08-23,147,false,false
2521,S02517,monthly,REDUCE,2025-05-30,11,2025-06-10,11,true,true
2273,S02528,monthly,CANCEL,2025-05-02,8,2025-05-17,15,true,true
2754,S02532,monthly,CANCEL,2025-06-23,1,2025-07-20,27,true,true
1899,S02543,monthly,REDUCE,2025-03-26,1,2025-04-15,20,true,true
4462,S02544,annual,REDUCE,2025-11-24,1,2026-10-07,317,false,false
4904,S02547,monthly,REDUCE,2026-01-01,2,2026-01-20,19,true,true
4787,S02548,annual,CANCEL,2025-12-21,1,2026-11-02,316,false,false
2321,S02552,annual,REDUCE,2025-05-08,1,2025-08-27,111,true,true
6246,S02552,annual,REDUCE,2026-04-08,2,2026-08-27,141,false,false
2291,S02556,monthly,REDUCE,2025-05-04,3,2025-05-15,11,true,true
6167,S02556,monthly,REDUCE,2026-04-02,14,2026-04-15,13,true,true
4080,S02557,annual,REDUCE,2025-10-22,1,2026-08-18,300,false,false
3879,S02559,annual,REDUCE,2025-10-03,2,2026-09-28,360,false,false
6549,S02559,annual,ADD,2026-04-29,2,2026-09-28,152,false,false
6726,S02564,annual,REDUCE,2026-05-11,1,2026-11-16,189,false,false
3387,S02565,monthly,REDUCE,2025-08-20,10,2025-09-14,25,true,true
5091,S02565,monthly,REDUCE,2026-01-15,15,2026-02-14,30,true,true
6679,S02565,monthly,REDUCE,2026-05-08,18,2026-05-14,6,true,true
6421,S02570,monthly,REDUCE,2026-04-20,7,2026-05-02,12,true,true
6183,S02572,monthly,REDUCE,2026-04-03,19,2026-04-21,18,true,true
6886,S02578,monthly,REDUCE,2026-05-22,1,2026-06-20,29,true,true
4722,S02580,monthly,CANCEL,2025-12-16,4,2025-12-28,12,true,true
5890,S02581,monthly,CANCEL,2026-03-13,13,2026-04-12,30,true,true
4752,S02582,monthly,REDUCE,2025-12-18,15,2026-01-08,21,true,true
7422,S02584,monthly,CANCEL,2026-06-26,2,2026-07-16,20,false,false
2238,S02587,annual,CANCEL,2025-04-28,1,2026-04-26,363,true,true
3571,S02588,monthly,CANCEL,2025-09-05,11,2025-09-21,16,true,true
1931,S02590,monthly,CANCEL,2025-03-29,8,2025-04-28,30,true,true
3908,S02592,monthly,CANCEL,2025-10-06,3,2025-10-13,7,true,true
6028,S02594,annual,CANCEL,2026-03-23,1,2026-09-03,164,false,false
2572,S02601,monthly,CANCEL,2025-06-05,6,2025-06-10,5,true,true
3752,S02602,monthly,REDUCE,2025-09-22,3,2025-09-25,3,true,true
4017,S02604,annual,REDUCE,2025-10-16,1,2026-04-11,177,true,false
5960,S02604,annual,ADD,2026-03-18,1,2026-04-11,24,true,true
1632,S02607,annual,CANCEL,2025-02-23,1,2026-02-15,357,true,true
3405,S02608,monthly,REDUCE,2025-08-22,1,2025-09-09,18,true,true
7012,S02610,annual,REDUCE,2026-05-30,1,2027-02-10,256,false,false
2983,S02613,annual,REDUCE,2025-07-12,1,2026-06-19,342,true,false
4063,S02613,annual,REDUCE,2025-10-20,1,2026-06-19,242,true,false
4226,S02613,annual,ADD,2025-11-04,1,2026-06-19,227,true,true
3635,S02617,annual,CANCEL,2025-09-11,1,2025-10-13,32,true,true
5334,S02622,monthly,REDUCE,2026-02-02,7,2026-03-01,27,true,true
7451,S02623,annual,REDUCE,2026-06-28,2,2026-11-23,148,false,false
3615,S02625,annual,REDUCE,2025-09-09,1,2026-06-03,267,true,true
5105,S02627,monthly,CANCEL,2026-01-16,2,2026-02-09,24,true,true
7408,S02631,monthly,REDUCE,2026-06-25,22,2026-06-28,3,true,true
1388,S02634,monthly,REDUCE,2025-01-25,3,2025-02-20,26,true,true
2251,S02635,monthly,CANCEL,2025-04-29,1,2025-05-23,24,true,true
7087,S02637,annual,CANCEL,2026-06-04,1,2027-05-12,342,false,false
6887,S02638,monthly,CANCEL,2026-05-22,14,2026-05-28,6,true,true
3909,S02645,monthly,REDUCE,2025-10-06,14,2025-10-19,13,true,true
6107,S02647,annual,CANCEL,2026-03-29,1,2026-03-30,1,true,true
1426,S02648,annual,REDUCE,2025-01-30,1,2025-12-21,325,true,false
2418,S02648,annual,CANCEL,2025-05-20,1,2025-12-21,215,true,true
7047,S02654,annual,REDUCE,2026-06-01,1,2027-05-18,351,false,false
4684,S02660,annual,REDUCE,2025-12-13,1,2025-12-31,18,true,true
5914,S02662,monthly,REDUCE,2026-03-15,11,2026-03-17,2,true,true
3648,S02663,monthly,REDUCE,2025-09-12,4,2025-10-02,20,true,true
6955,S02672,annual,CANCEL,2026-05-26,2,2027-05-03,342,false,false
7469,S02676,monthly,REDUCE,2026-06-29,6,2026-07-28,29,false,false
1438,S02678,monthly,CANCEL,2025-01-31,1,2025-02-28,28,true,true
1159,S02681,annual,REDUCE,2024-12-23,1,2025-07-23,212,true,true
4304,S02681,annual,CANCEL,2025-11-11,2,2026-07-23,254,false,false
6580,S02682,annual,REDUCE,2026-05-02,2,2027-04-14,347,false,false
165,S02685,annual,REDUCE,2024-07-31,1,2025-07-28,362,true,true
6613,S02685,annual,REDUCE,2026-05-04,2,2026-07-28,85,false,false
7490,S02685,annual,ADD,2026-06-30,2,2026-07-28,28,false,false
6015,S02690,annual,CANCEL,2026-03-22,1,2026-07-08,108,false,false
5961,S02691,annual,CANCEL,2026-03-18,1,2027-02-19,338,false,false
4948,S02694,annual,REDUCE,2026-01-04,1,2026-01-14,10,true,true
3149,S02704,monthly,REDUCE,2025-07-29,1,2025-08-25,27,true,true
5716,S02705,annual,REDUCE,2026-03-01,1,2026-08-24,176,false,false
1932,S02711,monthly,REDUCE,2025-03-29,1,2025-04-26,28,true,true
5092,S02716,annual,REDUCE,2026-01-15,1,2026-10-10,268,false,false
3892,S02721,monthly,CANCEL,2025-10-04,3,2025-10-12,8,true,true
5495,S02722,annual,REDUCE,2026-02-15,1,2026-09-02,199,false,false
5818,S02723,annual,REDUCE,2026-03-08,2,2027-01-29,327,false,false
5496,S02724,annual,REDUCE,2026-02-15,1,2026-11-02,260,false,false
6142,S02724,annual,CANCEL,2026-03-31,1,2026-11-02,216,false,false
5645,S02735,annual,REDUCE,2026-02-24,1,2026-04-02,37,true,true
2956,S02736,monthly,CANCEL,2025-07-10,2,2025-07-22,12,true,true
2556,S02737,monthly,REDUCE,2025-06-03,6,2025-07-02,29,true,true
2322,S02745,annual,CANCEL,2025-05-08,1,2025-09-09,124,true,true
788,S02748,annual,REDUCE,2024-11-07,1,2025-08-05,271,true,false
1994,S02748,annual,CANCEL,2025-04-04,1,2025-08-05,123,true,true
2491,S02749,monthly,REDUCE,2025-05-27,6,2025-06-03,7,true,true
1602,S02750,monthly,REDUCE,2025-02-19,8,2025-03-11,20,true,true
5484,S02753,annual,CANCEL,2026-02-14,1,2026-06-26,132,true,true
6001,S02769,monthly,REDUCE,2026-03-21,2,2026-04-01,11,true,true
7245,S02770,annual,REDUCE,2026-06-15,1,2027-05-09,328,false,false
1382,S02771,annual,REDUCE,2025-01-24,1,2025-09-10,229,true,true
3406,S02774,monthly,REDUCE,2025-08-22,3,2025-09-12,21,true,true
5139,S02787,monthly,CANCEL,2026-01-19,4,2026-02-13,25,true,true
3572,S02790,annual,REDUCE,2025-09-05,1,2025-11-14,70,true,true
6222,S02794,monthly,REDUCE,2026-04-06,17,2026-04-26,20,true,true
7409,S02807,monthly,CANCEL,2026-06-25,11,2026-07-04,9,false,false
5363,S02816,annual,REDUCE,2026-02-04,2,2026-10-31,269,false,false
3408,S02817,annual,REDUCE,2025-08-22,1,2026-02-26,188,true,false
2042,S02818,monthly,REDUCE,2025-04-09,6,2025-05-09,30,true,true
2443,S02821,annual,REDUCE,2025-05-22,1,2026-05-15,358,true,true
6695,S02823,monthly,REDUCE,2026-05-09,18,2026-05-27,18,true,true
4740,S02826,monthly,REDUCE,2025-12-17,9,2025-12-30,13,true,true
5945,S02831,monthly,REDUCE,2026-03-17,17,2026-04-12,26,true,true
6558,S02831,monthly,REDUCE,2026-04-30,18,2026-05-12,12,true,true
6872,S02835,annual,REDUCE,2026-05-21,2,2027-05-20,364,false,false
851,S02837,annual,REDUCE,2024-11-14,1,2025-11-03,354,true,true
4970,S02837,annual,CANCEL,2026-01-06,2,2026-11-03,301,false,false
2225,S02838,monthly,REDUCE,2025-04-26,10,2025-05-17,21,true,true
5454,S02839,monthly,CANCEL,2026-02-12,16,2026-03-11,27,true,true
1131,S02842,monthly,REDUCE,2024-12-20,1,2025-01-09,20,true,true
7258,S02844,annual,CANCEL,2026-06-16,2,2026-09-28,104,false,false
1633,S02845,annual,CANCEL,2025-02-23,1,2025-11-07,257,true,true
3307,S02849,annual,CANCEL,2025-08-12,1,2026-03-28,228,true,true
3530,S02851,annual,CANCEL,2025-09-01,1,2026-04-15,226,true,true
2833,S02852,monthly,REDUCE,2025-06-29,1,2025-07-23,24,true,true
4463,S02852,monthly,CANCEL,2025-11-24,6,2025-12-23,29,true,true
1267,S02853,monthly,REDUCE,2025-01-06,4,2025-01-26,20,true,true
6331,S02855,monthly,CANCEL,2026-04-14,6,2026-05-13,29,true,true
5703,S02857,annual,REDUCE,2026-02-28,1,2026-03-10,10,true,true
1427,S02863,monthly,REDUCE,2025-01-30,6,2025-02-25,26,true,true
3020,S02870,annual,REDUCE,2025-07-16,2,2026-07-03,352,false,false
6748,S02872,monthly,REDUCE,2026-05-12,2,2026-06-05,24,true,true
6596,S02874,monthly,CANCEL,2026-05-03,3,2026-05-10,7,true,true
4589,S02875,monthly,CANCEL,2025-12-05,15,2025-12-07,2,true,true
5126,S02878,annual,REDUCE,2026-01-18,1,2026-05-02,104,true,true
6016,S02881,annual,CANCEL,2026-03-22,2,2026-10-21,213,false,false
4788,S02882,annual,REDUCE,2025-12-21,1,2026-05-29,159,true,true
4416,S02883,annual,REDUCE,2025-11-20,2,2026-08-24,277,false,false
3442,S02892,annual,REDUCE,2025-08-25,1,2025-11-06,73,true,true
2155,S02896,annual,CANCEL,2025-04-19,1,2025-07-31,103,true,true
2851,S02902,annual,REDUCE,2025-06-30,1,2026-06-28,363,true,true
6559,S02912,monthly,REDUCE,2026-04-30,1,2026-05-01,1,true,true
5753,S02915,monthly,REDUCE,2026-03-03,10,2026-03-25,22,true,true
2343,S02917,monthly,REDUCE,2025-05-10,4,2025-05-17,7,true,true
3308,S02921,monthly,REDUCE,2025-08-12,7,2025-09-02,21,true,true
5293,S02926,annual,CANCEL,2026-01-30,2,2026-12-13,317,false,false
5515,S02929,monthly,REDUCE,2026-02-16,17,2026-03-16,28,true,true
2292,S02930,monthly,CANCEL,2025-05-04,6,2025-05-28,24,true,true
6581,S02933,annual,REDUCE,2026-05-02,1,2027-03-07,309,false,false
1021,S02937,annual,REDUCE,2024-12-06,1,2025-08-27,264,true,true
6234,S02939,annual,REDUCE,2026-04-07,1,2026-07-11,95,false,false
1664,S02941,monthly,REDUCE,2025-02-26,3,2025-03-19,21,true,true
2997,S02941,monthly,CANCEL,2025-07-13,7,2025-07-19,6,true,true
3994,S02946,monthly,REDUCE,2025-10-14,9,2025-11-11,28,true,true
2501,S02949,annual,REDUCE,2025-05-28,1,2025-11-10,166,true,true
4709,S02951,annual,CANCEL,2025-12-15,1,2026-11-13,333,false,false
4288,S02953,monthly,CANCEL,2025-11-09,13,2025-11-11,2,true,true
2852,S02955,annual,REDUCE,2025-06-30,1,2025-10-19,111,true,true
5516,S02955,annual,REDUCE,2026-02-16,2,2026-10-19,245,false,false
6787,S02960,monthly,REDUCE,2026-05-15,1,2026-05-27,12,true,true
5498,S02963,monthly,REDUCE,2026-02-15,1,2026-03-04,17,true,true
129,S02971,monthly,CANCEL,2024-07-25,1,2024-08-06,12,true,true
4666,S02979,monthly,CANCEL,2025-12-11,13,2025-12-28,17,true,true
6467,S02985,annual,REDUCE,2026-04-23,1,2027-03-19,330,false,false
2428,S02986,annual,REDUCE,2025-05-21,1,2025-10-29,161,true,true
4710,S02986,annual,CANCEL,2025-12-15,2,2026-10-29,318,false,false
2368,S02987,annual,CANCEL,2025-05-14,1,2026-03-15,305,true,true
4441,S02989,annual,CANCEL,2025-11-22,1,2026-03-21,119,true,true
6109,S02990,monthly,REDUCE,2026-03-29,12,2026-04-15,17,true,true
4394,S02991,annual,REDUCE,2025-11-18,1,2026-07-04,228,false,false
749,S02993,monthly,REDUCE,2024-11-01,3,2024-11-30,29,true,true
3355,S02993,monthly,REDUCE,2025-08-17,12,2025-08-28,11,true,true
4547,S02993,monthly,CANCEL,2025-11-30,16,2025-12-28,28,true,true
3277,S02994,monthly,CANCEL,2025-08-10,12,2025-08-14,4,true,true
6582,S03003,annual,CANCEL,2026-05-02,2,2026-11-21,203,false,false
4450,S03007,annual,REDUCE,2025-11-23,1,2026-07-02,221,false,false
612,S03018,monthly,REDUCE,2024-10-13,3,2024-10-18,5,true,true
6170,S03024,annual,CANCEL,2026-04-02,1,2026-05-10,38,true,true
7423,S03031,annual,CANCEL,2026-06-26,2,2026-08-06,41,false,false
852,S03033,annual,CANCEL,2024-11-14,1,2025-11-11,362,true,true
4776,S03035,annual,REDUCE,2025-12-20,1,2026-07-01,193,false,false
5763,S03037,monthly,CANCEL,2026-03-04,12,2026-03-15,11,true,true
1611,S03040,annual,REDUCE,2025-02-20,1,2026-02-19,364,true,true
1876,S03041,monthly,REDUCE,2025-03-24,1,2025-04-22,29,true,true
1160,S03045,monthly,REDUCE,2024-12-23,2,2024-12-30,7,true,true
6156,S03048,annual,REDUCE,2026-04-01,2,2026-08-21,142,false,false
6060,S03051,annual,REDUCE,2026-03-26,2,2026-10-18,206,false,false
1806,S03052,annual,CANCEL,2025-03-15,1,2025-07-28,135,true,true
3765,S03064,annual,CANCEL,2025-09-23,1,2026-03-06,164,true,true
4711,S03065,monthly,REDUCE,2025-12-15,1,2026-01-04,20,true,true
6788,S03066,annual,REDUCE,2026-05-15,1,2026-08-23,100,false,false
5335,S03068,annual,REDUCE,2026-02-02,1,2027-01-03,335,false,false
5839,S03068,annual,ADD,2026-03-09,1,2027-01-03,300,false,false
2665,S03071,annual,CANCEL,2025-06-14,1,2026-06-07,358,true,true
3934,S03072,annual,CANCEL,2025-10-08,2,2026-09-15,342,false,false
4030,S03075,annual,REDUCE,2025-10-17,2,2026-09-02,320,false,false
6644,S03083,monthly,REDUCE,2026-05-06,21,2026-05-26,20,true,true
5670,S03085,monthly,REDUCE,2026-02-26,18,2026-03-07,9,true,true
540,S03087,annual,REDUCE,2024-09-30,1,2025-07-17,290,true,true
3806,S03087,annual,REDUCE,2025-09-27,2,2026-07-17,293,false,false
7088,S03090,annual,REDUCE,2026-06-04,2,2027-01-29,239,false,false
3132,S03093,annual,REDUCE,2025-07-28,1,2025-09-28,62,true,true
4366,S03093,annual,CANCEL,2025-11-16,2,2026-09-28,316,false,false
5946,S03098,monthly,CANCEL,2026-03-17,4,2026-04-07,21,true,true
5120,S03103,annual,CANCEL,2026-01-17,2,2026-08-10,205,false,false
6568,S03105,annual,REDUCE,2026-05-01,2,2027-03-31,334,false,false
2998,S03116,annual,REDUCE,2025-07-13,1,2026-05-19,310,true,true
2666,S03117,monthly,REDUCE,2025-06-14,7,2025-06-26,12,true,true
4919,S03117,monthly,REDUCE,2026-01-02,14,2026-01-26,24,true,true
5395,S03117,monthly,CANCEL,2026-02-07,15,2026-02-26,19,true,true
2769,S03118,annual,CANCEL,2025-06-24,1,2026-04-21,301,true,true
7030,S03121,annual,CANCEL,2026-05-31,2,2026-12-21,204,false,false
3133,S03128,annual,REDUCE,2025-07-28,1,2026-01-02,158,true,false
4251,S03128,annual,ADD,2025-11-06,1,2026-01-02,57,true,false
4778,S03128,annual,CANCEL,2025-12-20,1,2026-01-02,13,true,true
3496,S03135,monthly,REDUCE,2025-08-29,1,2025-09-22,24,true,true
1295,S03146,monthly,REDUCE,2025-01-11,5,2025-01-30,19,true,true
3388,S03146,monthly,REDUCE,2025-08-20,12,2025-08-28,8,true,true
1325,S03149,annual,CANCEL,2025-01-14,1,2025-10-20,279,true,true
2090,S03150,monthly,REDUCE,2025-04-14,9,2025-04-16,2,true,true
6873,S03151,annual,REDUCE,2026-05-21,1,2026-07-17,57,false,false
2590,S03154,annual,CANCEL,2025-06-06,1,2026-01-05,213,true,true
5987,S03155,annual,CANCEL,2026-03-20,1,2027-03-09,354,false,false
5717,S03158,monthly,REDUCE,2026-03-01,13,2026-03-08,7,true,true
7188,S03161,annual,REDUCE,2026-06-11,2,2027-04-18,311,false,false
5245,S03168,annual,REDUCE,2026-01-26,1,2026-05-27,121,true,false
5542,S03168,annual,REDUCE,2026-02-18,1,2026-05-27,98,true,true
3519,S03169,monthly,CANCEL,2025-08-31,1,2025-09-30,30,true,true
5543,S03172,monthly,REDUCE,2026-02-18,6,2026-03-02,12,true,true
1213,S03174,annual,REDUCE,2024-12-31,1,2025-08-21,233,true,false
2031,S03174,annual,REDUCE,2025-04-07,1,2025-08-21,136,true,true
5791,S03185,annual,REDUCE,2026-03-06,1,2026-12-20,289,false,false
1177,S03186,monthly,REDUCE,2024-12-25,5,2025-01-18,24,true,true
2353,S03186,monthly,REDUCE,2025-05-11,9,2025-05-18,7,true,true
705,S03190,annual,REDUCE,2024-10-26,1,2025-07-02,249,true,true
6203,S03190,annual,CANCEL,2026-04-05,2,2026-07-02,88,false,false
6411,S03191,monthly,REDUCE,2026-04-19,5,2026-04-28,9,true,true
4611,S03200,monthly,REDUCE,2025-12-07,5,2025-12-21,14,true,true
3215,S03201,annual,CANCEL,2025-08-04,1,2026-02-15,195,true,true
4979,S03204,monthly,REDUCE,2026-01-07,8,2026-01-11,4,true,true
6412,S03205,monthly,REDUCE,2026-04-19,9,2026-05-07,18,true,true
2654,S03209,annual,REDUCE,2025-06-12,1,2025-09-28,108,true,false
3396,S03209,annual,ADD,2025-08-21,1,2025-09-28,38,true,true
6680,S03213,monthly,REDUCE,2026-05-08,7,2026-05-28,20,true,true
4305,S03217,annual,REDUCE,2025-11-11,1,2026-05-24,194,true,true
6267,S03221,monthly,REDUCE,2026-04-09,3,2026-04-14,5,true,true
3622,S03224,annual,REDUCE,2025-09-10,1,2025-12-19,100,true,true
6728,S03227,monthly,REDUCE,2026-05-11,20,2026-05-21,10,true,true
974,S03228,annual,CANCEL,2024-11-30,1,2025-11-25,360,true,true
4341,S03230,annual,REDUCE,2025-11-14,1,2026-03-08,114,true,false
4998,S03230,annual,CANCEL,2026-01-08,1,2026-03-08,59,true,true
2798,S03231,annual,CANCEL,2025-06-26,1,2025-07-25,29,true,true
3836,S03235,annual,REDUCE,2025-09-30,2,2026-07-02,275,false,false
4417,S03235,annual,ADD,2025-11-20,2,2026-07-02,224,false,false
6899,S03247,annual,REDUCE,2026-05-23,1,2026-09-27,127,false,false
6983,S03249,annual,CANCEL,2026-05-28,1,2026-07-15,48,false,false
5106,S03250,monthly,CANCEL,2026-01-16,13,2026-01-28,12,true,true
1579,S03252,annual,CANCEL,2025-02-17,1,2025-07-05,138,true,true
4191,S03258,annual,REDUCE,2025-11-01,1,2026-07-28,269,false,false
5121,S03258,annual,ADD,2026-01-17,1,2026-07-28,192,false,false
2331,S03259,monthly,REDUCE,2025-05-09,1,2025-05-19,10,true,true
3189,S03262,annual,CANCEL,2025-08-02,1,2026-04-21,262,true,true
3266,S03266,monthly,REDUCE,2025-08-09,6,2025-08-11,2,true,true
