invoice_line_key,month_key,channel,partner_id,customer_key,invoice_amount_cents,constituent_count,constituent_sum_cents,tie_out_difference_cents
2025-07|DIRECT|C03155,2025-07,direct,DIRECT,C03155,226800,1,226800,0
2025-07|DIRECT|C03209,2025-07,direct,DIRECT,C03209,185000,1,185000,0
2025-07|DIRECT|C03227,2025-07,direct,DIRECT,C03227,124800,1,124800,0
2025-07|DIRECT|C03228,2025-07,direct,DIRECT,C03228,244000,1,244000,0
2025-07|DIRECT|C03256,2025-07,direct,DIRECT,C03256,237600,1,237600,0
2025-07|DIRECT|C03260,2025-07,direct,DIRECT,C03260,75000,1,75000,0
2025-07|DIRECT|C03316,2025-07,direct,DIRECT,C03316,47000,1,47000,0
2025-07|DIRECT|C03331,2025-07,direct,DIRECT,C03331,122000,1,122000,0
2025-07|DIRECT|C03342,2025-07,direct,DIRECT,C03342,231000,1,231000,0
2025-07|DIRECT|C03353,2025-07,direct,DIRECT,C03353,660000,1,660000,0
2025-07|DIRECT|C03401,2025-07,direct,DIRECT,C03401,120000,1,120000,0
2025-07|DIRECT|C03418,2025-07,direct,DIRECT,C03418,202000,1,202000,0
2025-07|DIRECT|C03423,2025-07,direct,DIRECT,C03423,207000,1,207000,0
2025-07|DIRECT|C03444,2025-07,direct,DIRECT,C03444,163000,1,163000,0
2025-07|DIRECT|C03501,2025-07,direct,DIRECT,C03501,105000,1,105000,0
2025-07|DIRECT|C03575,2025-07,direct,DIRECT,C03575,534032,1,534032,0
2025-07|DIRECT|C03625,2025-07,direct,DIRECT,C03625,122000,1,122000,0
2025-07|DIRECT|C03674,2025-07,direct,DIRECT,C03674,193084,1,193084,0
2025-07|DIRECT|C03696,2025-07,direct,DIRECT,C03696,208800,1,208800,0
2025-07|DIRECT|C03768,2025-07,direct,DIRECT,C03768,765000,1,765000,0
2025-07|DIRECT|C03863,2025-07,direct,DIRECT,C03863,86000,1,86000,0
2025-07|DIRECT|C03949,2025-07,direct,DIRECT,C03949,112000,1,112000,0
2025-07|DIRECT|C03958,2025-07,direct,DIRECT,C03958,194000,1,194000,0
2025-07|DIRECT|C03970,2025-07,direct,DIRECT,C03970,92000,1,92000,0
2025-07|P1|,2025-07,partner,P1,,14965128,1176,14965128,0
2025-07|P2|,2025-07,partner,P2,,7599758,608,7599758,0
2025-07|P3|,2025-07,partner,P3,,3593596,300,3593596,0
2025-08|DIRECT|C00050,2025-08,direct,DIRECT,C00050,207000,1,207000,0
2025-08|DIRECT|C00060,2025-08,direct,DIRECT,C00060,469000,1,469000,0
2025-08|DIRECT|C00129,2025-08,direct,DIRECT,C00129,157000,1,157000,0
2025-08|DIRECT|C00222,2025-08,direct,DIRECT,C00222,168677,1,168677,0
2025-08|DIRECT|C00235,2025-08,direct,DIRECT,C00235,387000,1,387000,0
2025-08|DIRECT|C00304,2025-08,direct,DIRECT,C00304,129000,1,129000,0
2025-08|DIRECT|C00309,2025-08,direct,DIRECT,C00309,75000,1,75000,0
2025-08|DIRECT|C00315,2025-08,direct,DIRECT,C00315,256000,1,256000,0
2025-08|DIRECT|C00347,2025-08,direct,DIRECT,C00347,157000,1,157000,0
2025-08|DIRECT|C00360,2025-08,direct,DIRECT,C00360,240000,1,240000,0
2025-08|DIRECT|C00373,2025-08,direct,DIRECT,C00373,681600,1,681600,0
2025-08|DIRECT|C00464,2025-08,direct,DIRECT,C00464,209187,1,209187,0
2025-08|DIRECT|C00491,2025-08,direct,DIRECT,C00491,228000,1,228000,0
2025-08|DIRECT|C00494,2025-08,direct,DIRECT,C00494,189000,1,189000,0
2025-08|DIRECT|C00570,2025-08,direct,DIRECT,C00570,127200,1,127200,0
2025-08|DIRECT|C00614,2025-08,direct,DIRECT,C00614,120129,1,120129,0
2025-08|DIRECT|C00647,2025-08,direct,DIRECT,C00647,156000,1,156000,0
2025-08|DIRECT|C00696,2025-08,direct,DIRECT,C00696,192000,1,192000,0
2025-08|DIRECT|C00733,2025-08,direct,DIRECT,C00733,82000,1,82000,0
2025-08|DIRECT|C00751,2025-08,direct,DIRECT,C00751,303484,1,303484,0
2025-08|DIRECT|C00788,2025-08,direct,DIRECT,C00788,112000,1,112000,0
2025-08|DIRECT|C00791,2025-08,direct,DIRECT,C00791,549000,1,549000,0
2025-08|DIRECT|C00874,2025-08,direct,DIRECT,C00874,122000,1,122000,0
2025-08|DIRECT|C00891,2025-08,direct,DIRECT,C00891,312000,1,312000,0
2025-08|DIRECT|C00931,2025-08,direct,DIRECT,C00931,872000,1,872000,0
2025-08|DIRECT|C01027,2025-08,direct,DIRECT,C01027,86000,1,86000,0
2025-08|DIRECT|C01054,2025-08,direct,DIRECT,C01054,638400,1,638400,0
2025-08|DIRECT|C01074,2025-08,direct,DIRECT,C01074,588000,1,588000,0
2025-08|DIRECT|C01136,2025-08,direct,DIRECT,C01136,135000,1,135000,0
2025-08|DIRECT|C01204,2025-08,direct,DIRECT,C01204,167000,1,167000,0
2025-08|DIRECT|C01264,2025-08,direct,DIRECT,C01264,94297,1,94297,0
2025-08|DIRECT|C01335,2025-08,direct,DIRECT,C01335,140000,1,140000,0
2025-08|DIRECT|C01352,2025-08,direct,DIRECT,C01352,583200,1,583200,0
2025-08|DIRECT|C01439,2025-08,direct,DIRECT,C01439,145006,1,145006,0
2025-08|DIRECT|C01517,2025-08,direct,DIRECT,C01517,207000,1,207000,0
2025-08|DIRECT|C01613,2025-08,direct,DIRECT,C01613,279600,1,279600,0
2025-08|DIRECT|C01675,2025-08,direct,DIRECT,C01675,403000,1,403000,0
2025-08|DIRECT|C01697,2025-08,direct,DIRECT,C01697,235000,1,235000,0
2025-08|DIRECT|C01786,2025-08,direct,DIRECT,C01786,132000,1,132000,0
2025-08|DIRECT|C01791,2025-08,direct,DIRECT,C01791,318000,1,318000,0
2025-08|DIRECT|C01796,2025-08,direct,DIRECT,C01796,365000,1,365000,0
2025-08|DIRECT|C01828,2025-08,direct,DIRECT,C01828,261000,1,261000,0
2025-08|DIRECT|C01872,2025-08,direct,DIRECT,C01872,40800,1,40800,0
2025-08|DIRECT|C01899,2025-08,direct,DIRECT,C01899,538000,1,538000,0
2025-08|DIRECT|C01943,2025-08,direct,DIRECT,C01943,972000,1,972000,0
2025-08|DIRECT|C01952,2025-08,direct,DIRECT,C01952,86000,1,86000,0
2025-08|DIRECT|C01954,2025-08,direct,DIRECT,C01954,210581,1,210581,0
2025-08|DIRECT|C01974,2025-08,direct,DIRECT,C01974,171000,1,171000,0
2025-08|DIRECT|C01997,2025-08,direct,DIRECT,C01997,288000,1,288000,0
2025-08|DIRECT|C02003,2025-08,direct,DIRECT,C02003,234000,1,234000,0
2025-08|DIRECT|C02019,2025-08,direct,DIRECT,C02019,258000,1,258000,0
2025-08|DIRECT|C02022,2025-08,direct,DIRECT,C02022,346800,1,346800,0
2025-08|DIRECT|C02051,2025-08,direct,DIRECT,C02051,497000,1,497000,0
2025-08|DIRECT|C02091,2025-08,direct,DIRECT,C02091,126000,1,126000,0
2025-08|DIRECT|C02154,2025-08,direct,DIRECT,C02154,766800,1,766800,0
2025-08|DIRECT|C02183,2025-08,direct,DIRECT,C02183,2364000,1,2364000,0
2025-08|DIRECT|C02184,2025-08,direct,DIRECT,C02184,129000,1,129000,0
2025-08|DIRECT|C02210,2025-08,direct,DIRECT,C02210,168000,1,168000,0
2025-08|DIRECT|C02233,2025-08,direct,DIRECT,C02233,183000,1,183000,0
2025-08|DIRECT|C02283,2025-08,direct,DIRECT,C02283,508200,2,508200,0
2025-08|DIRECT|C02288,2025-08,direct,DIRECT,C02288,552000,1,552000,0
2025-08|DIRECT|C02341,2025-08,direct,DIRECT,C02341,108000,1,108000,0
2025-08|DIRECT|C02348,2025-08,direct,DIRECT,C02348,109200,1,109200,0
2025-08|DIRECT|C02360,2025-08,direct,DIRECT,C02360,311000,1,311000,0
2025-08|DIRECT|C02391,2025-08,direct,DIRECT,C02391,57600,1,57600,0
2025-08|DIRECT|C02429,2025-08,direct,DIRECT,C02429,225600,1,225600,0
2025-08|DIRECT|C02448,2025-08,direct,DIRECT,C02448,140000,1,140000,0
2025-08|DIRECT|C02492,2025-08,direct,DIRECT,C02492,290400,1,290400,0
2025-08|DIRECT|C02506,2025-08,direct,DIRECT,C02506,304800,1,304800,0
2025-08|DIRECT|C02547,2025-08,direct,DIRECT,C02547,187200,1,187200,0
2025-08|DIRECT|C02555,2025-08,direct,DIRECT,C02555,63600,1,63600,0
2025-08|DIRECT|C02580,2025-08,direct,DIRECT,C02580,52839,1,52839,0
2025-08|DIRECT|C02625,2025-08,direct,DIRECT,C02625,363000,1,363000,0
2025-08|DIRECT|C02647,2025-08,direct,DIRECT,C02647,131000,1,131000,0
2025-08|DIRECT|C02746,2025-08,direct,DIRECT,C02746,76000,1,76000,0
2025-08|DIRECT|C02783,2025-08,direct,DIRECT,C02783,391000,2,391000,0
2025-08|DIRECT|C02837,2025-08,direct,DIRECT,C02837,505200,2,505200,0
2025-08|DIRECT|C02861,2025-08,direct,DIRECT,C02861,340000,1,340000,0
2025-08|DIRECT|C02920,2025-08,direct,DIRECT,C02920,205200,1,205200,0
2025-08|DIRECT|C02937,2025-08,direct,DIRECT,C02937,196000,1,196000,0
2025-08|DIRECT|C02972,2025-08,direct,DIRECT,C02972,100000,1,100000,0
2025-08|DIRECT|C03007,2025-08,direct,DIRECT,C03007,51935,1,51935,0
2025-08|DIRECT|C03024,2025-08,direct,DIRECT,C03024,744000,1,744000,0
2025-08|DIRECT|C03065,2025-08,direct,DIRECT,C03065,387000,1,387000,0
2025-08|DIRECT|C03155,2025-08,direct,DIRECT,C03155,220452,1,220452,0
2025-08|DIRECT|C03209,2025-08,direct,DIRECT,C03209,185000,1,185000,0
2025-08|DIRECT|C03227,2025-08,direct,DIRECT,C03227,124800,1,124800,0
2025-08|DIRECT|C03228,2025-08,direct,DIRECT,C03228,244000,1,244000,0
2025-08|DIRECT|C03256,2025-08,direct,DIRECT,C03256,237600,1,237600,0
2025-08|DIRECT|C03260,2025-08,direct,DIRECT,C03260,75000,1,75000,0
2025-08|DIRECT|C03316,2025-08,direct,DIRECT,C03316,47000,1,47000,0
2025-08|DIRECT|C03331,2025-08,direct,DIRECT,C03331,122000,1,122000,0
2025-08|DIRECT|C03342,2025-08,direct,DIRECT,C03342,231000,1,231000,0
2025-08|DIRECT|C03353,2025-08,direct,DIRECT,C03353,660000,1,660000,0
2025-08|DIRECT|C03401,2025-08,direct,DIRECT,C03401,120000,1,120000,0
2025-08|DIRECT|C03418,2025-08,direct,DIRECT,C03418,202000,1,202000,0
2025-08|DIRECT|C03423,2025-08,direct,DIRECT,C03423,207000,1,207000,0
2025-08|DIRECT|C03444,2025-08,direct,DIRECT,C03444,163000,1,163000,0
2025-08|DIRECT|C03471,2025-08,direct,DIRECT,C03471,52742,1,52742,0
2025-08|DIRECT|C03501,2025-08,direct,DIRECT,C03501,105000,1,105000,0
2025-08|DIRECT|C03575,2025-08,direct,DIRECT,C03575,715000,1,715000,0
2025-08|DIRECT|C03625,2025-08,direct,DIRECT,C03625,122000,1,122000,0
2025-08|DIRECT|C03674,2025-08,direct,DIRECT,C03674,206400,1,206400,0
2025-08|DIRECT|C03695,2025-08,direct,DIRECT,C03695,170090,1,170090,0
2025-08|DIRECT|C03696,2025-08,direct,DIRECT,C03696,208800,1,208800,0
2025-08|DIRECT|C03768,2025-08,direct,DIRECT,C03768,765000,1,765000,0
2025-08|DIRECT|C03803,2025-08,direct,DIRECT,C03803,327935,1,327935,0
2025-08|DIRECT|C03863,2025-08,direct,DIRECT,C03863,86000,1,86000,0
2025-08|DIRECT|C03949,2025-08,direct,DIRECT,C03949,112000,1,112000,0
2025-08|DIRECT|C03958,2025-08,direct,DIRECT,C03958,194000,1,194000,0
2025-08|DIRECT|C03970,2025-08,direct,DIRECT,C03970,92000,1,92000,0
2025-08|P1|,2025-08,partner,P1,,15857748,1251,15857748,0
2025-08|P2|,2025-08,partner,P2,,8348690,671,8348690,0
2025-08|P3|,2025-08,partner,P3,,3987866,322,3987866,0
2025-09|DIRECT|C00050,2025-09,direct,DIRECT,C00050,207000,1,207000,0
2025-09|DIRECT|C00060,2025-09,direct,DIRECT,C00060,469000,1,469000,0
2025-09|DIRECT|C00129,2025-09,direct,DIRECT,C00129,157000,1,157000,0
2025-09|DIRECT|C00222,2025-09,direct,DIRECT,C00222,249000,1,249000,0
2025-09|DIRECT|C00235,2025-09,direct,DIRECT,C00235,387000,1,387000,0
2025-09|DIRECT|C00304,2025-09,direct,DIRECT,C00304,129000,1,129000,0
2025-09|DIRECT|C00309,2025-09,direct,DIRECT,C00309,75000,1,75000,0
2025-09|DIRECT|C00315,2025-09,direct,DIRECT,C00315,256000,1,256000,0
2025-09|DIRECT|C00347,2025-09,direct,DIRECT,C00347,157000,1,157000,0
2025-09|DIRECT|C00360,2025-09,direct,DIRECT,C00360,240000,1,240000,0
2025-09|DIRECT|C00373,2025-09,direct,DIRECT,C00373,681600,1,681600,0
2025-09|DIRECT|C00423,2025-09,direct,DIRECT,C00423,134500,1,134500,0
2025-09|DIRECT|C00464,2025-09,direct,DIRECT,C00464,196800,1,196800,0
2025-09|DIRECT|C00491,2025-09,direct,DIRECT,C00491,228000,1,228000,0
2025-09|DIRECT|C00494,2025-09,direct,DIRECT,C00494,189000,1,189000,0
2025-09|DIRECT|C00570,2025-09,direct,DIRECT,C00570,127200,1,127200,0
2025-09|DIRECT|C00614,2025-09,direct,DIRECT,C00614,140000,1,140000,0
2025-09|DIRECT|C00647,2025-09,direct,DIRECT,C00647,156000,1,156000,0
2025-09|DIRECT|C00696,2025-09,direct,DIRECT,C00696,192000,1,192000,0
2025-09|DIRECT|C00733,2025-09,direct,DIRECT,C00733,82000,1,82000,0
2025-09|DIRECT|C00751,2025-09,direct,DIRECT,C00751,866400,1,866400,0
2025-09|DIRECT|C00788,2025-09,direct,DIRECT,C00788,112000,1,112000,0
2025-09|DIRECT|C00791,2025-09,direct,DIRECT,C00791,549000,1,549000,0
2025-09|DIRECT|C00874,2025-09,direct,DIRECT,C00874,122000,1,122000,0
2025-09|DIRECT|C00891,2025-09,direct,DIRECT,C00891,312000,1,312000,0
2025-09|DIRECT|C00931,2025-09,direct,DIRECT,C00931,872000,1,872000,0
2025-09|DIRECT|C01027,2025-09,direct,DIRECT,C01027,86000,1,86000,0
2025-09|DIRECT|C01054,2025-09,direct,DIRECT,C01054,638400,1,638400,0
2025-09|DIRECT|C01074,2025-09,direct,DIRECT,C01074,588000,1,588000,0
2025-09|DIRECT|C01136,2025-09,direct,DIRECT,C01136,135000,1,135000,0
2025-09|DIRECT|C01137,2025-09,direct,DIRECT,C01137,95333,1,95333,0
2025-09|DIRECT|C01204,2025-09,direct,DIRECT,C01204,167000,1,167000,0
2025-09|DIRECT|C01264,2025-09,direct,DIRECT,C01264,104400,1,104400,0
2025-09|DIRECT|C01335,2025-09,direct,DIRECT,C01335,140000,1,140000,0
2025-09|DIRECT|C01352,2025-09,direct,DIRECT,C01352,583200,1,583200,0
2025-09|DIRECT|C01439,2025-09,direct,DIRECT,C01439,115200,1,115200,0
2025-09|DIRECT|C01517,2025-09,direct,DIRECT,C01517,207000,1,207000,0
2025-09|DIRECT|C01613,2025-09,direct,DIRECT,C01613,279600,1,279600,0
2025-09|DIRECT|C01675,2025-09,direct,DIRECT,C01675,403000,1,403000,0
2025-09|DIRECT|C01697,2025-09,direct,DIRECT,C01697,235000,1,235000,0
2025-09|DIRECT|C01786,2025-09,direct,DIRECT,C01786,132000,1,132000,0
2025-09|DIRECT|C01791,2025-09,direct,DIRECT,C01791,318000,1,318000,0
2025-09|DIRECT|C01796,2025-09,direct,DIRECT,C01796,365000,1,365000,0
2025-09|DIRECT|C01828,2025-09,direct,DIRECT,C01828,261000,1,261000,0
2025-09|DIRECT|C01872,2025-09,direct,DIRECT,C01872,32800,1,32800,0
2025-09|DIRECT|C01899,2025-09,direct,DIRECT,C01899,538000,1,538000,0
2025-09|DIRECT|C01943,2025-09,direct,DIRECT,C01943,972000,1,972000,0
2025-09|DIRECT|C01952,2025-09,direct,DIRECT,C01952,86000,1,86000,0
2025-09|DIRECT|C01954,2025-09,direct,DIRECT,C01954,312100,2,312100,0
2025-09|DIRECT|C01974,2025-09,direct,DIRECT,C01974,171000,1,171000,0
2025-09|DIRECT|C01997,2025-09,direct,DIRECT,C01997,288000,1,288000,0
2025-09|DIRECT|C02003,2025-09,direct,DIRECT,C02003,234000,1,234000,0
2025-09|DIRECT|C02019,2025-09,direct,DIRECT,C02019,258000,1,258000,0
2025-09|DIRECT|C02022,2025-09,direct,DIRECT,C02022,346800,1,346800,0
2025-09|DIRECT|C02051,2025-09,direct,DIRECT,C02051,497000,1,497000,0
2025-09|DIRECT|C02091,2025-09,direct,DIRECT,C02091,126000,1,126000,0
2025-09|DIRECT|C02154,2025-09,direct,DIRECT,C02154,766800,1,766800,0
2025-09|DIRECT|C02183,2025-09,direct,DIRECT,C02183,2364000,1,2364000,0
2025-09|DIRECT|C02184,2025-09,direct,DIRECT,C02184,129000,1,129000,0
2025-09|DIRECT|C02210,2025-09,direct,DIRECT,C02210,168000,1,168000,0
2025-09|DIRECT|C02222,2025-09,direct,DIRECT,C02222,105400,1,105400,0
2025-09|DIRECT|C02233,2025-09,direct,DIRECT,C02233,183000,1,183000,0
2025-09|DIRECT|C02260,2025-09,direct,DIRECT,C02260,175200,1,175200,0
2025-09|DIRECT|C02283,2025-09,direct,DIRECT,C02283,508200,2,508200,0
2025-09|DIRECT|C02288,2025-09,direct,DIRECT,C02288,552000,1,552000,0
2025-09|DIRECT|C02341,2025-09,direct,DIRECT,C02341,91680,1,91680,0
2025-09|DIRECT|C02348,2025-09,direct,DIRECT,C02348,128640,1,128640,0
2025-09|DIRECT|C02360,2025-09,direct,DIRECT,C02360,311000,1,311000,0
2025-09|DIRECT|C02391,2025-09,direct,DIRECT,C02391,57600,1,57600,0
2025-09|DIRECT|C02429,2025-09,direct,DIRECT,C02429,225600,1,225600,0
2025-09|DIRECT|C02448,2025-09,direct,DIRECT,C02448,153400,1,153400,0
2025-09|DIRECT|C02492,2025-09,direct,DIRECT,C02492,290400,1,290400,0
2025-09|DIRECT|C02502,2025-09,direct,DIRECT,C02502,15000,1,15000,0
2025-09|DIRECT|C02506,2025-09,direct,DIRECT,C02506,304800,1,304800,0
2025-09|DIRECT|C02547,2025-09,direct,DIRECT,C02547,187200,1,187200,0
2025-09|DIRECT|C02555,2025-09,direct,DIRECT,C02555,63600,1,63600,0
2025-09|DIRECT|C02580,2025-09,direct,DIRECT,C02580,126000,1,126000,0
2025-09|DIRECT|C02585,2025-09,direct,DIRECT,C02585,109120,1,109120,0
2025-09|DIRECT|C02592,2025-09,direct,DIRECT,C02592,178533,1,178533,0
2025-09|DIRECT|C02625,2025-09,direct,DIRECT,C02625,363000,1,363000,0
2025-09|DIRECT|C02647,2025-09,direct,DIRECT,C02647,131000,1,131000,0
2025-09|DIRECT|C02671,2025-09,direct,DIRECT,C02671,62920,1,62920,0
2025-09|DIRECT|C02746,2025-09,direct,DIRECT,C02746,76000,1,76000,0
2025-09|DIRECT|C02783,2025-09,direct,DIRECT,C02783,391000,2,391000,0
2025-09|DIRECT|C02837,2025-09,direct,DIRECT,C02837,505200,2,505200,0
2025-09|DIRECT|C02861,2025-09,direct,DIRECT,C02861,340000,1,340000,0
2025-09|DIRECT|C02920,2025-09,direct,DIRECT,C02920,205200,1,205200,0
2025-09|DIRECT|C02937,2025-09,direct,DIRECT,C02937,196000,1,196000,0
2025-09|DIRECT|C02957,2025-09,direct,DIRECT,C02957,68000,1,68000,0
2025-09|DIRECT|C02972,2025-09,direct,DIRECT,C02972,100000,1,100000,0
2025-09|DIRECT|C03007,2025-09,direct,DIRECT,C03007,115000,1,115000,0
2025-09|DIRECT|C03024,2025-09,direct,DIRECT,C03024,744000,1,744000,0
2025-09|DIRECT|C03065,2025-09,direct,DIRECT,C03065,387000,1,387000,0
2025-09|DIRECT|C03155,2025-09,direct,DIRECT,C03155,177600,1,177600,0
2025-09|DIRECT|C03209,2025-09,direct,DIRECT,C03209,185000,1,185000,0
2025-09|DIRECT|C03227,2025-09,direct,DIRECT,C03227,134320,1,134320,0
2025-09|DIRECT|C03228,2025-09,direct,DIRECT,C03228,244000,1,244000,0
2025-09|DIRECT|C03233,2025-09,direct,DIRECT,C03233,162720,1,162720,0
2025-09|DIRECT|C03256,2025-09,direct,DIRECT,C03256,237600,1,237600,0
2025-09|DIRECT|C03260,2025-09,direct,DIRECT,C03260,75000,1,75000,0
2025-09|DIRECT|C03316,2025-09,direct,DIRECT,C03316,47000,1,47000,0
2025-09|DIRECT|C03331,2025-09,direct,DIRECT,C03331,117667,1,117667,0
2025-09|DIRECT|C03342,2025-09,direct,DIRECT,C03342,231000,1,231000,0
2025-09|DIRECT|C03353,2025-09,direct,DIRECT,C03353,660000,1,660000,0
2025-09|DIRECT|C03401,2025-09,direct,DIRECT,C03401,120000,1,120000,0
2025-09|DIRECT|C03418,2025-09,direct,DIRECT,C03418,202000,1,202000,0
2025-09|DIRECT|C03423,2025-09,direct,DIRECT,C03423,207000,1,207000,0
2025-09|DIRECT|C03444,2025-09,direct,DIRECT,C03444,163000,1,163000,0
2025-09|DIRECT|C03471,2025-09,direct,DIRECT,C03471,109000,1,109000,0
2025-09|DIRECT|C03501,2025-09,direct,DIRECT,C03501,105000,1,105000,0
2025-09|DIRECT|C03575,2025-09,direct,DIRECT,C03575,715000,1,715000,0
2025-09|DIRECT|C03625,2025-09,direct,DIRECT,C03625,122000,1,122000,0
2025-09|DIRECT|C03674,2025-09,direct,DIRECT,C03674,206400,1,206400,0
2025-09|DIRECT|C03695,2025-09,direct,DIRECT,C03695,202800,1,202800,0
2025-09|DIRECT|C03696,2025-09,direct,DIRECT,C03696,208800,1,208800,0
2025-09|DIRECT|C03768,2025-09,direct,DIRECT,C03768,765000,1,765000,0
2025-09|DIRECT|C03803,2025-09,direct,DIRECT,C03803,442000,1,442000,0
2025-09|DIRECT|C03863,2025-09,direct,DIRECT,C03863,86000,1,86000,0
2025-09|DIRECT|C03949,2025-09,direct,DIRECT,C03949,112000,1,112000,0
2025-09|DIRECT|C03958,2025-09,direct,DIRECT,C03958,194000,1,194000,0
2025-09|DIRECT|C03970,2025-09,direct,DIRECT,C03970,92000,1,92000,0
2025-09|P1|,2025-09,partner,P1,,16904953,1328,16904953,0
2025-09|P2|,2025-09,partner,P2,,9075381,712,9075381,0
2025-09|P3|,2025-09,partner,P3,,4391058,340,4391058,0
2025-10|DIRECT|C00050,2025-10,direct,DIRECT,C00050,207000,1,207000,0
2025-10|DIRECT|C00060,2025-10,direct,DIRECT,C00060,469000,1,469000,0
2025-10|DIRECT|C00129,2025-10,direct,DIRECT,C00129,157000,1,157000,0
2025-10|DIRECT|C00222,2025-10,direct,DIRECT,C00222,249000,1,249000,0
2025-10|DIRECT|C00235,2025-10,direct,DIRECT,C00235,387000,1,387000,0
2025-10|DIRECT|C00241,2025-10,direct,DIRECT,C00241,173000,1,173000,0
2025-10|DIRECT|C00304,2025-10,direct,DIRECT,C00304,129000,1,129000,0
2025-10|DIRECT|C00309,2025-10,direct,DIRECT,C00309,75000,1,75000,0
2025-10|DIRECT|C00315,2025-10,direct,DIRECT,C00315,256000,1,256000,0
2025-10|DIRECT|C00347,2025-10,direct,DIRECT,C00347,157000,1,157000,0
2025-10|DIRECT|C00360,2025-10,direct,DIRECT,C00360,240000,1,240000,0
2025-10|DIRECT|C00373,2025-10,direct,DIRECT,C00373,681600,1,681600,0
2025-10|DIRECT|C00423,2025-10,direct,DIRECT,C00423,269000,1,269000,0
2025-10|DIRECT|C00464,2025-10,direct,DIRECT,C00464,196800,1,196800,0
2025-10|DIRECT|C00491,2025-10,direct,DIRECT,C00491,228000,1,228000,0
2025-10|DIRECT|C00494,2025-10,direct,DIRECT,C00494,189000,1,189000,0
2025-10|DIRECT|C00570,2025-10,direct,DIRECT,C00570,127200,1,127200,0
2025-10|DIRECT|C00593,2025-10,direct,DIRECT,C00593,12929,1,12929,0
2025-10|DIRECT|C00614,2025-10,direct,DIRECT,C00614,140000,1,140000,0
2025-10|DIRECT|C00647,2025-10,direct,DIRECT,C00647,156000,1,156000,0
2025-10|DIRECT|C00696,2025-10,direct,DIRECT,C00696,192000,1,192000,0
2025-10|DIRECT|C00733,2025-10,direct,DIRECT,C00733,82000,1,82000,0
2025-10|DIRECT|C00751,2025-10,direct,DIRECT,C00751,866400,1,866400,0
2025-10|DIRECT|C00788,2025-10,direct,DIRECT,C00788,112000,1,112000,0
2025-10|DIRECT|C00791,2025-10,direct,DIRECT,C00791,549000,1,549000,0
2025-10|DIRECT|C00874,2025-10,direct,DIRECT,C00874,122000,1,122000,0
2025-10|DIRECT|C00891,2025-10,direct,DIRECT,C00891,312000,1,312000,0
2025-10|DIRECT|C00931,2025-10,direct,DIRECT,C00931,872000,1,872000,0
2025-10|DIRECT|C01027,2025-10,direct,DIRECT,C01027,86000,1,86000,0
2025-10|DIRECT|C01054,2025-10,direct,DIRECT,C01054,638400,1,638400,0
2025-10|DIRECT|C01074,2025-10,direct,DIRECT,C01074,588000,1,588000,0
2025-10|DIRECT|C01136,2025-10,direct,DIRECT,C01136,135000,1,135000,0
2025-10|DIRECT|C01137,2025-10,direct,DIRECT,C01137,110000,1,110000,0
2025-10|DIRECT|C01204,2025-10,direct,DIRECT,C01204,167000,1,167000,0
2025-10|DIRECT|C01207,2025-10,direct,DIRECT,C01207,8000,1,8000,0
2025-10|DIRECT|C01264,2025-10,direct,DIRECT,C01264,104400,1,104400,0
2025-10|DIRECT|C01335,2025-10,direct,DIRECT,C01335,140000,1,140000,0
2025-10|DIRECT|C01352,2025-10,direct,DIRECT,C01352,604568,1,604568,0
2025-10|DIRECT|C01439,2025-10,direct,DIRECT,C01439,115200,1,115200,0
2025-10|DIRECT|C01517,2025-10,direct,DIRECT,C01517,207000,1,207000,0
2025-10|DIRECT|C01548,2025-10,direct,DIRECT,C01548,229355,1,229355,0
2025-10|DIRECT|C01613,2025-10,direct,DIRECT,C01613,279600,1,279600,0
2025-10|DIRECT|C01675,2025-10,direct,DIRECT,C01675,403000,1,403000,0
2025-10|DIRECT|C01697,2025-10,direct,DIRECT,C01697,235000,1,235000,0
2025-10|DIRECT|C01786,2025-10,direct,DIRECT,C01786,132000,1,132000,0
2025-10|DIRECT|C01791,2025-10,direct,DIRECT,C01791,318000,1,318000,0
2025-10|DIRECT|C01796,2025-10,direct,DIRECT,C01796,365000,1,365000,0
2025-10|DIRECT|C01828,2025-10,direct,DIRECT,C01828,261000,1,261000,0
2025-10|DIRECT|C01865,2025-10,direct,DIRECT,C01865,14516,1,14516,0
2025-10|DIRECT|C01872,2025-10,direct,DIRECT,C01872,31200,1,31200,0
2025-10|DIRECT|C01899,2025-10,direct,DIRECT,C01899,538000,1,538000,0
2025-10|DIRECT|C01943,2025-10,direct,DIRECT,C01943,972000,1,972000,0
2025-10|DIRECT|C01952,2025-10,direct,DIRECT,C01952,86000,1,86000,0
2025-10|DIRECT|C01954,2025-10,direct,DIRECT,C01954,467000,2,467000,0
2025-10|DIRECT|C01974,2025-10,direct,DIRECT,C01974,171000,1,171000,0
2025-10|DIRECT|C01997,2025-10,direct,DIRECT,C01997,288000,1,288000,0
2025-10|DIRECT|C02003,2025-10,direct,DIRECT,C02003,234000,1,234000,0
2025-10|DIRECT|C02019,2025-10,direct,DIRECT,C02019,258000,1,258000,0
2025-10|DIRECT|C02022,2025-10,direct,DIRECT,C02022,346800,1,346800,0
2025-10|DIRECT|C02051,2025-10,direct,DIRECT,C02051,497000,1,497000,0
2025-10|DIRECT|C02091,2025-10,direct,DIRECT,C02091,126000,1,126000,0
